N,n,r,h,h_floor,eps_h,eps_bucket,z_h,modulus,rho_mod,boost_G,boost_primes,family,native_cluster,z_native_i,x,y,z
1024,512,22,14.070172937707632,14,8,>5,2.1140438845231233,210,184,1.0,,spine_none,eps=>5;rho210=184,8+184i,-15.979400086720377,0.28495043878053794,8.456175538092493
1026,513,42,29.83705426870544,29,13,>5,2.2266953229304227,210,186,2.1176470588235294,"3,19",cone_3,eps=>5;rho210=186,13+186i,-1.0451821542335367,-4.328893986658245,5.260137405257813
1028,514,18,14.16458886883141,14,4,4,1.0190838932594404,210,188,1.003921568627451,257,shell_other,eps=4;rho210=188,4+188i,4.096636880860058,12.832127312357645,4.057047537462031
1030,515,25,19.024902757060108,19,6,>5,1.3698838790755299,210,190,1.3465346534653464,"5,103",ring_5,eps=>5;rho210=190,6+190i,8.892087671591405,-1.9717919876547443,4.065924583422163
1032,516,36,28.98677940210546,28,8,>5,1.302619325282706,210,192,2.048780487804878,"3,43",cone_3,eps=>5;rho210=192,8+192i,-0.5037196702398052,-3.2838746242815766,4.343658417156282
1034,517,21,16.091846320257666,16,5,5,1.223531667726049,210,194,1.1358024691358024,"11,47",shell_other,eps=5;rho210=194,5+194i,4.693368202625494,13.564218967330275,4.335980481075974
1036,518,27,17.511212284777432,17,10,>5,2.2675278205515172,210,196,1.2342857142857142,"7,37",shell_other,eps=>5;rho210=196,10+196i,4.90676464207698,13.815367629289657,5.432549229555667
1038,519,40,28.579800971658145,28,12,>5,2.1362106343850003,210,198,2.0116959064327484,"3,173",cone_3,eps=>5;rho210=198,12+198i,-0.09309489037792229,-2.216898567707066,5.1848026949223165
1040,520,26,20.692808643864733,20,6,>5,1.1666887926815106,210,200,1.4545454545454544,"5,13",ring_5,eps=>5;rho210=200,6+200i,9.345017845200267,-1.0318013576772442,3.9261166124074736
1042,521,22,14.27323213384675,14,8,>5,2.0452043157563033,210,202,1.001926782273603,521,shell_other,eps=>5;rho210=202,8+202i,5.019195845333547,14.775126043566278,5.099788077385705
1044,522,39,29.58719077368206,29,10,>5,1.7304832132871357,210,204,2.074074074074074,"3,29",cone_3,eps=>5;rho210=204,10+204i,0.3742721163024285,-1.1567598422459742,4.786584709285864
1046,523,19,14.312131091875054,14,5,5,1.239148358169799,210,206,1.0019193857965452,523,shell_other,eps=5;rho210=206,5+206i,5.126595303594017,15.38350428997196,4.298721849080774
1048,524,19,14.415050198983671,14,5,5,1.2076094573866696,210,208,1.0077519379844961,131,shell_other,eps=5;rho210=208,5+208i,5.1578224368794094,15.690987701048416,4.272648194022224
1050,525,57,45.83554771103318,45,12,>5,1.6490590582725941,210,0,3.1999999999999997,"3,5,7",mobius_3x5,eps=>5;rho210=0,12,20.774225547405827,0.0,5.162534101487017
1052,526,18,14.397997814535913,14,4,4,0.9492769165848737,210,2,1.003831417624521,263,shell_other,eps=4;rho210=2,4+2i,5.151512522026031,16.30863426319737,4.017282020597071
1054,527,24,15.848242883228593,15,9,>5,2.047673321826347,210,4,1.103448275862069,"17,31",shell_other,eps=>5;rho210=4,9+4i,5.207363530691325,16.626208445784098,5.1691007032943705
1056,528,44,31.959751436717514,31,13,>5,2.129775154084554,210,6,2.2222222222222223,"3,11",cone_3,eps=>5;rho210=6,13+6i,0.7687925790569983,1.2283547506421195,5.2007669086779345
1058,529,19,15.087073829520541,15,4,4,1.0073935035516892,210,8,1.0476190476190477,23,shell_other,eps=4;rho210=8,4+8i,5.045862071097839,17.231381525865473,4.105243022546787
1060,530,27,19.604610314838318,19,8,>5,1.670251829513495,210,10,1.3594771241830064,"5,53",ring_5,eps=>5;rho210=10,8+10i,9.345637090239332,1.0319923694749695,4.328606467929431
1062,531,37,29.38685334313281,29,8,>5,1.4043897567124948,210,12,2.0350877192982457,"3,59",cone_3,eps=>5;rho210=12,8+12i,-0.018746278646162295,2.244802068406721,4.482763306948844
1064,532,24,18.37204028924743,18,6,>5,1.3130228535879873,210,14,1.2705882352941176,"7,19",shell_other,eps=>5;rho210=14,6+14i,4.915638307364253,18.188583181040062,4.532786898894826
1066,533,24,16.200114381168824,16,8,>5,1.9378903209807896,210,16,1.1188811188811187,"13,41",shell_other,eps=>5;rho210=16,8+16i,4.659080882805665,18.41798647667655,5.082252398268321
1068,534,39,29.329732360068842,29,10,>5,1.785601096915392,210,18,2.0229885057471266,"3,89",cone_3,eps=>5;rho210=18,10+18i,-0.5394765617484207,3.262510876142212,4.871314854993004
1070,535,25,19.541122761408086,19,6,>5,1.2348908459783883,210,20,1.346031746031746,"5,107",ring_5,eps=>5;rho210=20,6+20i,8.893155621404496,1.9725201035086841,4.014319467539419
1072,536,21,14.76057564390262,14,7,>5,1.62402562111299,210,22,1.0153846153846153,67,shell_other,eps=>5;rho210=22,7+22i,4.078743726261735,19.154036158460915,4.722534552455217
1074,537,40,29.277024544015603,29,11,>5,1.981763582970328,210,24,2.0112994350282487,"3,179",cone_3,eps=>5;rho210=24,11+24i,-1.2298758564730043,4.167531958449433,5.074776427060938
1076,538,20,14.630198364649196,14,6,>5,1.4038901777599588,210,26,1.00374531835206,269,shell_other,eps=>5;rho210=26,6+26i,3.663806629924457,19.609402140887756,4.501259224468916
1078,539,27,19.459912637760382,19,8,>5,1.7092513621580563,210,28,1.3333333333333333,"7,11",shell_other,eps=>5;rho210=28,8+28i,3.6292842561910783,20.03072851479837,4.979210771518669
1080,540,54,38.971340473113756,38,16,>5,2.40739621595703,210,30,2.6666666666666665,"3,5",mobius_3x5,eps=>5;rho210=30,16+30i,19.089721088264735,1.366467023798618,3.43058451844052
1082,541,20,14.660712156574489,14,6,>5,1.3944591648880302,210,32,1.0018552875695732,541,shell_other,eps=>5;rho210=32,6+32i,2.956995813117863,20.200696858830494,4.498100341690192
1084,542,21,14.707336150287608,14,7,>5,1.6408448686703154,210,34,1.003717472118959,271,shell_other,eps=>5;rho210=34,7+34i,2.7005568852003123,20.37013664949694,4.7478565615268655
1086,543,39,29.508251195306205,29,10,>5,1.747328257699897,210,36,2.011173184357542,"3,181",cone_3,eps=>5;rho210=36,10+36i,-2.994543879882971,5.585073333937434,4.854817733458381
1088,544,18,15.670873391315101,15,3,3,0.5883645475163994,210,38,1.0666666666666667,17,shell_other,eps=3;rho210=38,3+38i,2.1808777690683376,20.70751606558943,3.7328055301149536
1090,545,26,19.797606192533642,19,7,>5,1.3939686181543778,210,40,1.3457943925233642,"5,109",ring_5,eps=>5;rho210=40,7+40i,7.279640329704032,3.260470385699901,4.1577559574376535
1092,546,48,38.56579368608649,38,10,>5,1.5191625042806542,210,42,2.6181818181818177,"3,7,13",cone_3,eps=>5;rho210=42,10+42i,-3.540134534319987,7.5706874473893135,4.6338304193868085
1094,547,23,14.776314799329993,14,9,>5,2.1393577263871255,210,44,1.001834862385321,547,shell_other,eps=>5;rho210=44,9+44i,1.2902272269488073,20.963403976634904,5.2573629192802755
1096,548,18,14.877901545605967,14,4,4,0.8094233973945841,210,46,1.0074074074074073,137,shell_other,eps=4;rho210=46,4+46i,0.9917258073559346,21.03493079930898,3.932706210040184
1098,549,40,30.076780556732405,30,10,>5,1.8094097322323959,210,48,2.0338983050847457,"3,61",cone_3,eps=>5;rho210=48,10+48i,-5.139398121852457,6.353218190234744,4.931216752574614
1100,550,28,21.936278014929904,21,7,>5,1.2946662011216235,210,50,1.4814814814814814,"5,11",ring_5,eps=>5;rho210=50,7+50i,6.261792187014761,3.4933739600041083,4.095177706315891
1102,551,24,16.279767564395623,16,8,>5,1.9134022310444947,210,52,1.0980392156862744,"19,29",shell_other,eps=>5;rho210=52,8+52i,0.07785898758876592,21.204101688627592,5.091034347656291
1104,552,44,31.104727544684962,31,13,>5,2.312157007930056,210,54,2.0952380952380953,"3,23",cone_3,eps=>5;rho210=54,13+54i,-6.295155697623202,6.572152244243614,5.441064228109596
1106,553,25,18.069238647081782,18,7,>5,1.630463263885126,210,56,1.2155844155844153,"7,79",shell_other,eps=>5;rho210=56,7+56i,-0.5542120368872313,21.272975303862175,4.874237314321553
1108,554,25,14.937979938110605,14,11,>5,2.60339006383655,210,58,1.0036363636363637,277,shell_other,eps=>5;rho210=58,11+58i,-0.8387120892395352,21.050617358611323,5.738908508214496
1110,555,54,40.876948879668596,40,14,>5,2.0525586930845567,210,60,2.7428571428571424,"3,5,37",mobius_3x5,eps=>5;rho210=60,14+60i,17.64876039275424,1.538881267840168,1.4323579312618484
1112,556,16,15.031165327802517,15,1,1,0.24989257194774797,210,62,1.0072992700729928,139,shell_other,eps=1;rho210=62,1+62i,-1.4357950622308526,20.914584611637387,3.392024834369243
1114,557,23,14.96834701120188,14,9,>5,2.075955381023624,210,64,1.0018018018018018,557,shell_other,eps=>5;rho210=64,9+64i,-1.7250721255400814,20.81415709761489,5.217554093348319
1116,558,41,30.952964170922602,30,11,>5,1.8058714352718077,210,66,2.0689655172413794,"3,31",cone_3,eps=>5;rho210=66,11+66i,-8.56147112196685,5.992859603179247,4.9488640190764865
1118,559,22,16.740136871089724,16,6,>5,1.285567666527036,210,68,1.1175166297117516,"13,43",shell_other,eps=>5;rho210=68,6+68i,-2.330308710060155,20.659320815884563,4.492497750779326
1120,560,34,23.998277599334255,23,11,>5,2.0416662990181242,210,70,1.5999999999999999,"5,7",ring_5,eps=>5;rho210=70,11+70i,4.247759716306747,3.0349691984256193,4.678903792274136
1122,561,47,35.59839730097354,35,12,>5,1.9109559697108205,210,72,2.3703703703703702,"3,11,17",cone_3,eps=>5;rho210=72,12+72i,-10.035822317243053,6.11400947208753,5.060934540471246
1124,562,19,15.091113271817365,15,4,4,1.0062188436532902,210,74,1.003584229390681,281,shell_other,eps=4;rho210=74,4+74i,-3.0640367457062583,20.087277597384542,4.160400871100145
1126,563,23,15.083189665717686,15,8,>5,2.0384668086083444,210,76,1.0017825311942958,563,shell_other,eps=>5;rho210=76,8+76i,-3.301071942678509,19.894458474742493,5.1940191801458715
1128,564,39,30.820977884928514,30,9,>5,1.4732558543384755,210,78,2.0444444444444443,"3,47",cone_3,eps=>5;rho210=78,9+78i,-10.464431834770949,4.669429616563279,4.630183153280446
1130,565,26,20.307446684061166,20,6,>5,1.263221317558391,210,80,1.3453453453453452,"5,113",ring_5,eps=>5;rho210=80,6+80i,3.4304988257197864,2.38414867429939,4.1066513186190505
1132,566,22,15.167494710978723,15,7,>5,1.7543775065123068,210,82,1.00355871886121,283,shell_other,eps=>5;rho210=82,7+82i,-3.9412590516381085,19.240679463124966,4.917791958647093
1134,567,49,36.318751672610745,36,13,>5,2.1042461958111045,210,84,2.4,"3,7",cone_3,eps=>5;rho210=84,13+84i,-11.998608126364736,4.358243912642538,5.268085359481766
1136,568,23,15.371502339884625,15,8,>5,1.945722314358379,210,86,1.0144927536231885,71,shell_other,eps=>5;rho210=86,8+86i,-4.305407413774839,18.750398824100692,5.119504977551314
1138,569,20,15.197754654072206,15,5,5,1.2318409287903012,210,88,1.001763668430335,569,shell_other,eps=5;rho210=88,5+88i,-4.451498316073945,18.482035238793422,4.401199057350225
1140,570,58,42.889634818006705,42,16,>5,2.307271948992193,210,90,2.8235294117647056,"3,5,19",mobius_3x5,eps=>5;rho210=90,16+90i,15.908492941041775,1.0072167146510627,-0.4337149267869096
1142,571,18,15.235881947298578,15,3,3,0.7081459699135539,210,92,1.0017574692442883,571,shell_other,eps=3;rho210=92,3+92i,-4.713358379859944,17.93171642165266,3.8820736894672145
1144,572,24,18.45844612945479,18,6,>5,1.2898345034118353,210,94,1.2121212121212122,"11,13",shell_other,eps=>5;rho210=94,6+94i,-4.988012651828341,17.703611126736767,4.577369882407078
1146,573,38,30.655899230970206,30,8,>5,1.3264216360839636,210,96,2.0105820105820107,"3,191",cone_3,eps=>5;rho210=96,8+96i,-12.151913485951876,1.6978202425976165,4.503975488978076
1148,574,26,18.78932525082694,18,8,>5,1.663490458594123,210,98,1.2307692307692306,"7,41",shell_other,eps=>5;rho210=98,8+98i,-5.16832725380449,17.09856187065415,4.965617109864058
1150,575,27,21.350992713785306,21,6,>5,1.2225400594580567,210,100,1.3968253968253967,"5,23",ring_5,eps=>5;rho210=100,6+100i,2.5323555126877477,0.5226633100176745,4.098998565654377
1152,576,36,30.60881053220672,30,6,>5,0.9744540576839379,210,102,2.0,3,cone_3,eps=>5;rho210=102,6+102i,-12.331948244048212,0.5698856567190729,4.1588114949455175
1154,577,19,15.350082679775353,15,4,4,0.9315961116540213,210,104,1.0017391304347827,577,shell_other,eps=4;rho210=104,4+104i,-5.083041510830816,16.152129644672584,4.119137195338219
1156,578,22,16.36528394096831,16,6,>5,1.392868971469586,210,106,1.0666666666666667,17,shell_other,eps=>5;rho210=106,6+106i,-5.13660055134488,15.846267394229214,4.617174401525934
1158,579,42,30.883786404533016,30,12,>5,2.0002837783099072,210,108,2.0104712041884816,"3,193",cone_3,eps=>5;rho210=108,12+108i,-12.363838114593168,-0.5727557970167693,5.191409456484157
1160,580,29,21.26682574320247,21,8,>5,1.676897279917278,210,110,1.382716049382716,"5,29",ring_5,eps=>5;rho210=110,8+110i,2.531495749397262,-0.5227928984829506,4.451046927618713
1162,581,25,18.707504604831588,18,7,>5,1.4548391383400245,210,112,1.2148148148148148,"7,83",shell_other,eps=>5;rho210=112,7+112i,-5.145059026928547,14.906383943646759,4.764868551071755
1164,582,43,31.161520948923517,31,12,>5,2.1207358919664587,210,114,2.0210526315789474,"3,97",cone_3,eps=>5;rho210=114,12+114i,-12.190469043340826,-1.7084609003294011,5.318594832908067
1166,583,24,17.489043427967164,17,7,>5,1.5569037709244005,210,116,1.1328976034858387,"11,53",shell_other,eps=>5;rho210=116,7+116i,-4.909345980021397,14.323256771712636,4.827880262689902
1168,584,22,15.674115975715926,15,7,>5,1.5978267866129472,210,118,1.0140845070422535,73,shell_other,eps=>5;rho210=118,7+118i,-4.705980037215548,14.07130750831449,4.807672518060232
1170,585,58,45.01931158141313,45,13,>5,1.9346317044668162,210,120,2.9090909090909087,"3,5,13",mobius_3x5,eps=>5;rho210=120,13+120i,14.554976980027392,-1.659035647626469,-1.7777903375808353
1172,586,18,15.547594613289439,15,3,3,0.6219574255240384,210,122,1.0034364261168385,293,shell_other,eps=3;rho210=122,3+122i,-4.431719165376333,13.528993081457225,3.8305769059511503
1174,587,22,15.539821614445684,15,7,>5,1.6387831724122761,210,124,1.0017094017094017,587,shell_other,eps=>5;rho210=124,7+124i,-4.273595664842681,13.26992329374945,4.8487017093837395
1176,588,49,37.2773988874585,37,12,>5,1.9199998154673228,210,126,2.4,"3,7",cone_3,eps=>5;rho210=126,12+126i,-12.025441570551099,-4.377739551016785,5.131221780687681
1178,589,19,17.03375628622096,17,2,2,0.4764113862208432,210,128,1.0953346855983774,"19,31",shell_other,eps=2;rho210=128,2+128i,-3.975973096131716,12.730777096923864,3.7409059073217588
1180,590,26,21.124373852914815,21,5,5,1.060812124830503,210,130,1.3567251461988303,"5,59",ring_5,eps=5;rho210=130,5+130i,3.4273165686178126,-2.3871013773870122,4.011255115541252
1182,591,40,31.337977386322763,31,9,>5,1.547333156539567,210,132,2.01025641025641,"3,197",cone_3,eps=>5;rho210=132,9+132i,-10.426018096289365,-4.629251996031185,4.765185586175276
1184,592,20,16.053903870904346,16,4,4,0.9848664236999549,210,134,1.0285714285714285,37,shell_other,eps=4;rho210=134,4+134i,-3.2891482212918493,12.119608603652374,4.220255126609041
1186,593,20,15.653313477309343,15,5,5,1.0986394237645298,210,136,1.0016920473773265,593,shell_other,eps=5;rho210=136,5+136i,-3.0367537258997044,11.949116638357113,4.32180219193981
1188,594,43,34.76838846115708,34,9,>5,1.3960230421722397,210,138,2.2222222222222223,"3,11",cone_3,eps=>5;rho210=138,9+138i,-9.844605223034069,-5.824327956569909,4.620472364107764
1190,595,33,26.734370691618754,26,7,>5,1.2117965577066205,210,140,1.7066666666666666,"5,7,17",ring_5,eps=>5;rho210=140,7+140i,4.244725329823778,-3.0402249099839165,4.1354883024575555
1192,596,23,15.790249519346386,15,8,>5,1.8143695065314405,210,142,1.0068027210884354,149,shell_other,eps=>5;rho210=142,8+142i,-2.2646899746708544,11.47188014405327,5.046859076333902
1194,597,45,31.564295181735098,31,14,>5,2.391456060593675,210,144,2.010152284263959,"3,199",cone_3,eps=>5;rho210=144,14+144i,-8.52011241235314,-5.896096091790012,5.622469040973726
1196,598,24,17.96721569670017,17,7,>5,1.423237594497438,210,146,1.1428571428571428,"13,23",shell_other,eps=>5;rho210=146,7+146i,-1.7455788665353156,11.128614760297873,4.7334119320012125
1198,599,24,15.766546001158966,15,9,>5,2.0735465155240846,210,148,1.001675041876047,599,shell_other,eps=>5;rho210=148,9+148i,-1.4173832247457843,11.14843728860198,5.3098201998498356
1200,600,54,42.024107214744724,42,12,>5,1.8473902678718355,210,150,2.6666666666666665,"3,5",mobius_3x5,eps=>5;rho210=150,12+150i,16.714548518208154,-5.631930924756903,-2.3016090913284293
1202,601,19,15.804233136603946,15,4,4,0.8038747277317908,210,152,1.001669449081803,601,shell_other,eps=4;rho210=152,4+152i,-0.8275391427564445,11.01666470179812,4.044489553492943
1204,602,28,19.418429375925783,19,9,>5,1.9474204714104042,210,154,1.2292682926829268,"7,43",shell_other,eps=>5;rho210=154,9+154i,-0.5479073451826006,10.78700983078724,5.313176627018075
1206,603,43,32.11778617459212,32,11,>5,1.9201911065884054,210,156,2.0307692307692307,"3,67",cone_3,eps=>5;rho210=156,11+156i,-6.290514004918322,-6.468796925768846,5.164233030000803
