time,x,symbol,is_head,state,transition_code,residue,prime,exponent,scale_level,term_value,term_log10
21,-12,0,0,,,1,22381,7,5,2812913715394588823044421229061,30.449156410621395
21,-11,0,0,,,1,22441,7,5,2866127064741844436601028222681,30.45729544017611
21,-10,0,0,,,1,22501,7,5,2920200948009849422120006407501,30.46541273761591
21,-9,0,0,,,1,22531,7,5,2947564199273907641205286121611,30.469463272999278
21,-8,0,0,,,1,22621,7,5,3030976702634815149617923390741,30.481582598209908
21,-7,0,0,,,1,22651,7,5,3059226696630506696890516756051,30.485611660524327
21,-6,0,0,,,1,22741,7,5,3145334998099938930328602258781,30.49766690735785
21,-5,0,0,,,1,22861,7,5,3263371869520541581794959491621,30.513666565568045
21,-4,0,0,,,1,22921,7,5,3323800341447038376784938894841,30.521634928104827
21,-3,1,0,,,7,2887,8,5,4825855025573131930321456321,27.683574271045764
21,-2,1,0,,,7,2917,8,5,5241932605094578941469091041,27.71949143297386
21,-1,1,0,,,7,3037,8,5,7236996046013777916598645921,27.859558335346122
21,0,0,0,,,1,23011,7,5,3416240578243192571045799808171,30.533548446948025
21,1,1,1,A,L,13,433,11,5,100315226918403349419823702417,29.00136685988702
21,2,1,0,,,7,3067,8,5,7829070572090607236793308641,27.893710207859883
21,3,0,0,,,1,23041,7,5,3447539632734121639543446074881,30.537509267503086
21,4,0,0,,,1,23071,7,5,3479084157916849397546090439391,30.541464934317244
21,5,0,0,,,1,23131,7,5,3542916037561569335856810141811,30.549360860248566
22,-12,0,0,,,1,23251,7,5,3673596504124393536710492600251,30.565091453097832
22,-11,0,0,,,1,23311,7,5,3740471332603515443095581276271,30.572926330609967
22,-10,0,0,,,1,23371,7,5,3808386946283527391401974863491,30.580741067889498
22,-9,0,0,,,1,23431,7,5,3877356808577946891017408321911,30.588535768215433
22,-8,0,0,,,1,23581,7,5,4054483412540578889293165829461,30.6079355279985
22,-7,0,0,,,1,23671,7,5,4164052898670400882105776067591,30.619516237998617
22,-6,0,0,,,1,23761,7,5,4276150680115851195913886815921,30.631053000182643
22,-5,0,0,,,1,23911,7,5,4468730624867705510970442552471,30.65018417617312
22,-4,0,0,,,1,23971,7,5,4547817864907456596094764051691,30.657803063348684
22,-3,1,0,,,7,3187,8,5,10642814871313900423786175521,28.02705650778986
22,-2,1,0,,,7,3217,8,5,11471190371701473821285466241,28.05960848721576
22,-1,1,0,,,7,3307,8,5,14304528894226589199184380001,28.155473559309623
22,0,0,1,B,L,11,461,11,5,199852773331011222243920083061,29.30071017928613
22,1,1,0,,,7,3457,8,5,20398349863487861024896281601,28.309595036339253
22,2,1,0,,,7,3517,8,5,23408788972325021714625601441,28.36937894653554
22,3,0,0,,,1,24001,7,5,4587809312058716643852096168001,30.661605358566263
22,4,0,0,,,1,24061,7,5,4668697244603069564862531484021,30.669195711741594
22,5,0,0,,,1,24091,7,5,4709597511830134872221740823731,30.672983793358146
23,-12,0,0,,,1,24121,7,5,4750804516689113466730818711241,30.676767160692865
23,-11,0,0,,,1,24151,7,5,4792320173809199565611597216551,30.68054582546505
23,-10,0,0,,,1,24181,7,5,4834146407368433682412372809661,30.684319799350355
23,-9,0,0,,,1,24391,7,5,5135789835314226314366939899831,30.710607243403704
23,-8,0,0,,,1,24421,7,5,5180171108470742211673093115341,30.714344105350897
23,-7,0,0,,,1,24481,7,5,5269920665391805165472429969761,30.721804077291882
23,-6,0,0,,,1,24571,7,5,5407043001353498455497380359891,30.732959823464338
23,-5,0,0,,,1,24631,7,5,5500147161208811525467008842311,30.740374309575323
23,-4,0,0,,,1,24691,7,5,5594622096481162162984693755931,30.747770756287817
23,-3,1,0,,,7,3547,8,5,25054717354587196298506625761,28.398889507775543
23,-2,1,0,,,7,3607,8,5,28652936581478939162144923201,28.457169138546906
23,-1,1,1,A,L,13,463,11,5,209599817996529430739834959087,29.321390901197486
23,0,1,0,,,7,3637,8,5,30615856133711248098190804321,28.485946408437695
23,1,1,0,,,7,3697,8,5,34897603549727198440351551361,28.542795604584853
23,2,1,0,,,7,3727,8,5,37228466048014899728903825281,28.57087514203072
23,3,0,0,,,1,24781,7,5,5738941448210420763208882909861,30.75883179386199
23,4,0,0,,,1,24841,7,5,5836917081096990220665894351481,30.76618352379195
23,5,0,0,,,1,25111,7,5,6295758439524170084894518464871,30.799048056327774
24,-12,0,0,,,1,25171,7,5,6401817474359148670787983788091,30.806303287582455
24,-11,0,0,,,1,25261,7,5,6563776307746405779667987956421,30.81715377195955
24,-10,0,0,,,1,25321,7,5,6673689128932938541934167007641,30.824365972661383
24,-9,0,0,,,1,25411,7,5,6841515155399498460848769392971,30.83515229335159
24,-8,0,0,,,1,25471,7,5,6955397756414948841301955672191,30.8423219709171
24,-7,0,0,,,1,25561,7,5,7129267039810952226254421524521,30.853044882316343
24,-6,0,0,,,1,25621,7,5,7247238190470286780383508531741,30.860172535239478
24,-5,0,0,,,1,25741,7,5,7488208049808770205197730519781,30.874377902186872
24,-4,0,0,,,1,25771,7,5,7549512292207700070248734336291,30.87791889657695
24,-3,1,0,,,7,3847,8,5,47970858462738841197794016961,28.680977490454524
24,-2,1,1,B,L,13,523,12,5,418813108628950582279367124082321,32.62202026640729
24,-1,1,0,,,7,3877,8,5,51046551480571744955812358881,28.70796640805768
24,0,1,0,,,7,3907,8,5,54293431327854519505304426401,28.734747289798275
24,1,1,0,,,7,3967,8,5,61333479572692286754345354241,28.787697603793205
24,2,1,0,,,7,4027,8,5,69159689828975102080804032481,28.839853036859452
24,3,0,0,,,1,25801,7,5,7611246218560229571702898620601,30.881455771295283
24,4,0,0,,,1,25951,7,5,7926449257536633642961243509151,30.899078683761452
24,5,0,0,,,1,25981,7,5,7990814340879645684220052470261,30.902591040356413
25,-12,0,0,,,1,26041,7,5,8120889532239618056103122135881,30.909603602859942
25,-11,0,0,,,1,26161,7,5,8386492938633010515610662000721,30.923580385641664
25,-10,0,0,,,1,26251,7,5,8590549879891408311313298621251,30.934020963849786
25,-9,0,0,,,1,26371,7,5,8869235593471373092465792004491,30.94788619121359
25,-8,0,0,,,1,26431,7,5,9011460074228403325260733022911,30.954795162877826
25,-7,0,0,,,1,26641,7,5,9524751587213109291097294708081,30.97885365776399
25,-6,0,0,,,1,26701,7,5,9675929322152308057004175876901,30.985692687396398
25,-5,0,0,,,1,26731,7,5,9752286274860136926782339783011,30.989106441355943
25,-4,0,0,,,1,26821,7,5,9984464174836156757172992428141,30.999324763031858
25,-3,1,1,C,L,13,613,13,5,1725782928976548111338419459444904053,36.23698616873939
25,-2,0,0,,,1,26881,7,5,10141867821069153176581015330561,31.006117946090146
25,-1,1,0,,,7,4057,8,5,73390536354821728804491288001,28.86564006163461
25,0,1,0,,,7,4177,8,5,92665015372095793584166846081,28.96691580212097
25,1,1,0,,,7,4297,8,5,116231228872011268453086653761,29.065322829471224
25,2,1,0,,,7,4327,8,5,122883949618425236516688799681,29.089495161589795
25,3,0,0,,,1,27031,7,5,10544713579167382770943367323111,31.02303478770979
25,4,0,0,,,1,27061,7,5,10626907221241632494370506065021,31.026406888965084
25,5,0,0,,,1,27091,7,5,10709649407854884352763096684731,31.02977525395733
26,-12,0,0,,,1,27211,7,5,11046164749826777825787613341571,31.043211516291887
26,-11,0,0,,,1,27241,7,5,11131695640576362195601786400281,31.046561323477203
26,-10,0,0,,,1,27271,7,5,11217793563770010364699179356791,31.049907443612483
26,-9,0,0,,,1,27361,7,5,11479520888987750862169796313121,31.059923762660308
26,-8,0,0,,,1,27481,7,5,11836620531268094924336319470761,31.073227724842887
26,-7,0,0,,,1,27541,7,5,12018712224311034819710076916381,31.079857936565475
26,-6,0,0,,,1,27631,7,5,12296350103955484877315964743311,31.08977621998058
26,-5,0,0,,,1,27691,7,5,12484480558417821525404145216931,31.096370477379732
26,-4,0,1,D,R,11,491,14,5,47330477913277154494347189623936901961,37.67514088972156
26,-3,1,0,,,7,4357,8,5,129867499764009788670019231201,29.11350047948603
26,-2,0,0,,,1,27751,7,5,12675072788053403879521405881751,31.10295046199821
26,-1,1,0,,,7,4447,8,5,152945616921033669014799279361,29.18453703559148
26,0,1,0,,,7,4507,8,5,170255231123354787232636312801,29.23110046456782
26,1,1,0,,,7,4567,8,5,189255318439395519771292184641,29.277048092856006
26,2,1,0,,,7,4597,8,5,199432544353236588315549444961,29.299796030002476
26,3,0,0,,,1,27901,7,5,13162499986124679035407211805301,31.11933838373573
26,4,0,0,,,1,27961,7,5,13361920901020991987444210149321,31.125868896518732
26,5,0,0,,,1,28051,7,5,13665906256957708137822283673851,31.13563843729801
27,-12,0,0,,,1,28081,7,5,13768543042081501836164006730961,31.13888798657056
27,-11,0,0,,,1,28111,7,5,13871839844739866284643902845871,31.142134066078846
27,-10,0,0,,,1,28201,7,5,14185725765019123216654580237401,31.15185155991896
27,-9,0,0,,,1,28351,7,5,14722402061234506507004810245951,31.167978673916693
27,-8,0,0,,,1,28411,7,5,14941893648330364356181631573971,31.174405640913463
27,-7,0,0,,,1,28591,7,5,15617280787735972074543828865231,31.19360541867794
27,-6,0,0,,,1,28621,7,5,15732350942611919542443271672741,31.19679362568202
27,-5,0,0,,,1,28711,7,5,16081932473392136544716293082071,31.206338234219892
27,-4,1,0,,,7,4657,8,5,221232997398739354363506134401,29.34484990346185
27,-3,1,1,D,R,13,643,15,5,1327897624123747298866678428770710016355307,42.12316459386333
27,-2,0,0,,,1,28771,7,5,16318667709752838960460293877291,31.212684699153055
27,-1,1,0,,,7,4957,8,5,364545172322898742078055997601,29.561751351241206
27,0,1,0,,,7,4987,8,5,382573554271948075257175050721,29.582714945746904
27,1,1,0,,,7,5077,8,5,441425387814571691729265667681,29.64485730723684
27,2,1,0,,,7,5107,8,5,462729153993116453062012039201,29.66532686284432
27,3,0,0,,,1,28921,7,5,16923615052281074262301822776841,31.228493138227947
27,4,0,0,,,1,29101,7,5,17674835909741538015367268213701,31.247355390569385
27,5,0,0,,,1,29131,7,5,17802777025938468022572221943811,31.25048775247584
28,-12,0,0,,,1,29191,7,5,18061042329978084520589175197431,31.256742810489957
28,-11,0,0,,,1,29221,7,5,18191374718013978349970285660941,31.25986551983799
28,-10,0,0,,,1,29251,7,5,18322512425028545961778982642251,31.262985024872954
28,-9,0,0,,,1,29311,7,5,18587220382757088747894294438271,31.26921444826093
28,-8,0,0,,,1,29401,7,5,18990426327072248025820591765801,31.27853471457465
28,-7,0,0,,,1,29581,7,5,19819375234154726288271076031461,31.297089960107094
28,-6,0,0,,,1,29611,7,5,19960504786643989497006574286371,31.30017152008171
28,-5,0,0,,,1,29641,7,5,20102494853081502835582144369081,31.303249959594062
28,-4,1,0,,,7,5167,8,5,508051446687823387039006055041,29.705907692365294
28,-3,0,0,,,1,29671,7,5,20245349801398584771900123949591,31.30632528495747
28,-2,0,1,A,R,11,521,11,5,767741392900401760208994397721,29.88521495629477
28,-1,1,0,,,7,5197,8,5,532134889677586937590185507361,29.726021734582876
28,0,1,0,,,7,5227,8,5,557211409878090379651290461281,29.746020000782003
28,1,1,0,,,7,5347,8,5,668161538731793260838943372961,29.824881472802726
28,2,1,0,,,7,5407,8,5,730551701525045484062726342401,29.863650956604996
28,3,0,0,,,1,29761,7,5,20679147883051177016539958377921,31.315532639000562
28,4,0,0,,,1,29851,7,5,21120888854335893483490624806451,31.324712191153935
28,5,0,0,,,1,29881,7,5,21269921773096480515126967231561,31.327765892649555
29,-12,0,0,,,1,30091,7,5,22338620222959249524642930545731,31.34905634478403
29,-11,0,0,,,1,30181,7,5,22810530064388883921868514211661,31.35813537740135
29,-10,0,0,,,1,30211,7,5,22969720265269766130980042322571,31.36115570620985
29,-9,0,0,,,1,30241,7,5,23129861767292474114142631661281,31.364173037272067
29,-8,0,0,,,1,30271,7,5,23290959303129074844690827897791,31.36718737653277
29,-7,0,0,,,1,30391,7,5,23945005097832954768224525221831,31.379214933838867
29,-6,0,0,,,1,30631,7,5,25300448917551023015227998644311,31.40312822713177
29,-5,0,0,,,1,30661,7,5,25474414204768746181975382522221,31.40610420600284
29,-4,1,0,,,7,5437,8,5,763615374841067072622679919521,29.882874664013688
29,-3,0,0,,,1,30781,7,5,26180568587488382423628855511861,31.417979074289878
29,-2,1,0,,,7,5527,8,5,870794578822283726586153468481,29.939915716654202
29,-1,1,1,B,L,13,673,12,5,8633378286317816667400987659265921,33.93618077068772
29,0,1,0,,,7,5557,8,5,909333465282059417182760604001,29.958723174283033
29,1,1,0,,,7,5647,8,5,1034051816563529933196643724161,30.014542301895034
29,2,1,0,,,7,5737,8,5,1173488394945827891929128198721,30.069478799059528
29,3,0,0,,,1,30841,7,5,26539892494275970224623198073481,31.423899159325806
29,4,0,0,,,1,30871,7,5,26721133958884998756074038965991,31.426854884253988
29,5,0,0,,,1,30931,7,5,27086801609352651139025866324411,31.43275772687095
30,-12,0,0,,,1,31051,7,5,27831020972744157363567294494851,31.44452913859045
30,-11,0,0,,,1,31081,7,5,28019790474027861026967789831961,31.447464883401086
30,-10,0,0,,,1,31231,7,5,28980190256911188397176134784511,31.462101232317192
30,-9,0,0,,,1,31321,7,5,29569864653716001759177735689641,31.47084933669119
30,-8,0,0,,,1,31531,7,5,30985906907075045977816874024611,31.49116421176452
30,-7,0,0,,,1,31741,7,5,32459680110997177542496921041781,31.5113442355545
30,-6,0,0,,,1,31771,7,5,32675044820125923782049531418291,31.514216191971634
30,-5,0,0,,,1,31891,7,5,33548797854415908840039220302331,31.525676962819546
30,-4,1,0,,,7,5827,8,5,1329107610286334593326521035681,30.1235601447212
30,-3,0,0,,,1,31981,7,5,34217184829980003872984487472261,31.534244275716528
30,-2,1,1,C,L,13,733,13,5,17634033858652503952574096752059388813,37.24635167033466
30,-1,0,0,,,1,32191,7,5,35821294524395854743203593658431,31.55414127650584
30,0,1,0,,,7,5857,8,5,1384846992624096304199123347201,30.14140179222368
30,1,1,0,,,7,6007,8,5,1695356577611430136101727828801,30.229261055578842
30,2,1,0,,,7,6037,8,5,1764287701810029236334853837921,30.246569406827785
30,3,0,0,,,1,32251,7,5,36291280893379569613777544663251,31.559802296806495
30,4,0,0,,,1,32341,7,5,37006167537895828106388135253981,31.56827411067396
30,5,0,0,,,1,32371,7,5,37247129628156632988948460286491,31.57109281038138
31,-12,0,0,,,1,32401,8,6,1214695194053286401300666185937539201,36.084467313203504
31,-11,0,0,,,1,32491,8,6,1241951468342735379879129124046106721,36.09410462527474
31,-10,0,0,,,1,32611,8,6,1279124836035991534787927514638635681,36.10691293146529
31,-9,0,0,,,1,32911,8,6,1376349179139199236468210231198046081,36.138728628183934
31,-8,0,0,,,1,32941,8,6,1386418140855416092559787491817388321,36.141894232352904
31,-7,0,0,,,1,32971,8,6,1396551497566249716263818908832836961,36.14505695485728
31,-6,0,0,,,1,33091,8,6,1437735952041227286561233542481135521,36.15767913284721
31,-5,0,0,,,1,33151,8,6,1458723795495568845038802593436595201,36.163973067460354
31,-4,1,0,,,7,6067,9,6,11136941912524263891847957062908947,34.046765954496436
31,-3,0,1,D,R,11,641,15,6,1267273760767164761444809875186740144137601,42.10287044278226
31,-2,1,0,,,7,6217,9,6,13874834333322976816042699385404297,34.1422278063134
31,-1,0,0,,,1,33181,8,6,1469317882575145790947366064914004641,36.1671157642813
31,0,1,0,,,7,6247,9,6,14489171518899928118584815525286567,34.1610435535142
31,1,1,0,,,7,6277,9,6,15127569534317728216629259993291237,34.1797691578564
31,2,1,0,,,7,6337,9,6,16479854162975269629732842424835777,34.21695336412716
31,3,0,0,,,1,33211,8,6,1479979231417840885297151002120896481,36.17025562097339
31,4,0,0,,,1,33301,8,6,1512370513873242540636052216121186401,36.17965820149467
31,5,0,0,,,1,33331,8,6,1523304583418371712552787828236727841,36.18278674882026
32,-12,0,0,,,1,33391,8,6,1545380417284014750056283311272609921,36.18903540466106
32,-11,0,0,,,1,33601,8,6,1624866261078131280075778554747148801,36.21081762102811
32,-10,0,0,,,1,33721,8,6,1671874067837483073717709148099232961,36.22320356155813
32,-9,0,0,,,1,33751,8,6,1683810291793857753153690945956520001,36.226293159688474
32,-8,0,0,,,1,33811,8,6,1707906635329657902421539525744917281,36.23246412579713
32,-7,0,0,,,1,33871,8,6,1732304169900686106615926381794892161,36.23862415079409
32,-6,0,0,,,1,33931,8,6,1757006116667564077444226943478220641,36.244773273407844
32,-5,0,0,,,1,33961,8,6,1769472259067450240346316798240572481,36.2478437583675
32,-4,1,0,,,7,6367,9,6,17195454082364671297926604985159647,34.235413648774575
32,-3,1,0,,,7,6397,9,6,17938542606730828150478916699173917,34.25378715645807
32,-2,1,1,D,R,13,823,16,6,44299350967668208366282255399343252920033618561,46.64639736339632
32,-1,0,0,,,1,34141,8,6,1845907356609406201954633260377845921,36.26620990063195
32,0,1,0,,,7,6427,9,6,18710039277047453368306664058470587,34.2720746991936
32,1,1,0,,,7,6547,9,6,22099429797357660886650285909121267,34.34438106829797
32,2,1,0,,,7,6577,9,6,23027700732246327904490604901509937,34.3622505767333
32,3,0,0,,,1,34171,8,6,1858923456180277607566397570300590561,36.269261507446494
32,4,0,0,,,1,34231,8,6,1885196791475498108109352474295327041,36.275356691937546
32,5,0,0,,,1,34261,8,6,1898454876240980052716849052977462881,36.27840027899362
33,-12,0,0,,,1,34351,8,6,1938719932492542491468980024896604801,36.287515075423165
33,-11,0,0,,,1,34381,8,6,1952306655489497218859730410509470241,36.290548034809646
33,-10,0,0,,,1,34471,8,6,1993568025296751918530342841352128961,36.299631059415
33,-9,0,0,,,1,34501,8,6,2007490344407099220719203971327276001,36.302653465093535
33,-8,0,0,,,1,34591,8,6,2049769084375960142576549717944907521,36.31170493860215
33,-7,0,0,,,1,34651,8,6,2078385865107159784010458224454207201,36.31772618014599
33,-6,0,0,,,1,34981,8,6,2242114378528758688043474451196643041,36.35065776378832
33,-5,0,0,,,1,35221,8,6,2368173182998434592952041336591524961,36.37441345889142
33,-4,1,0,,,7,6607,9,6,23990470271315771356425564796413007,34.38003876127486
33,-3,1,0,,,7,6637,9,6,24988855100954441290082757963982477,34.397746358778384
33,-2,0,0,,,1,35251,8,6,2384358380445581706582942189104532001,36.37737153250798
33,-1,0,1,A,R,11,701,12,6,14080439653198038396506364992348401,34.1486162155999
33,0,1,0,,,7,6907,9,6,35777097462254549121568418638775707,34.55360510405532
33,1,1,0,,,7,6967,9,6,38673394634395723904028748036781047,34.587412294811124
33,2,1,0,,,7,6997,9,6,40198223934275526749182090545323317,34.604206865209264
33,3,0,0,,,1,35281,8,6,2400640285351704399974979014064589441,36.38032708975695
33,4,0,0,,,1,35311,8,6,2417019392579642582642847153205169281,36.38328013491594
33,5,0,0,,,1,35401,8,6,2466744908492248302839724731472763201,36.39212424046572
34,-12,0,0,,,1,35461,8,6,2500390431738439434817079192519424481,36.39800782831621
34,-11,0,0,,,1,35491,8,6,2517363263592454103148799502246850721,36.400945890157125
34,-10,0,0,,,1,35521,8,6,2534436821247497011201356110695503361,36.403881469548146
34,-9,0,0,,,1,35671,8,6,2621333490147302416669693116456682561,36.41852227608487
34,-8,0,0,,,1,35731,8,6,2656815323467003757685371535224459041,36.424361367437506
34,-7,0,0,,,1,35851,8,6,2729041829396525450707789461615016801,36.43601019237084
34,-6,0,0,,,1,35911,8,6,2765795027082954948271776067661350081,36.441819991425746
34,-5,0,0,,,1,36061,8,6,2859579184344671771767655992055045281,36.456302127057825
34,-4,1,0,,,7,7027,9,6,41776262352829566030074804487787987,34.62092958183497
34,-3,1,0,,,7,7057,9,6,43409127506509993621686540463447057,34.63758105690721
34,-2,0,0,,,1,36151,8,6,2917175256003828549885792825997819201,36.464962521144024
34,-1,1,0,,,7,7177,9,6,50522695848671967807149755332267337,34.70348651609084
34,0,1,1,B,L,13,853,13,6,126571930814994295020374170826184702373,38.1023374051778
34,1,1,0,,,7,7207,9,6,52455459840013746266111133655778407,34.71979069853498
34,2,1,0,,,7,7237,9,6,54453669814773317937171090531795877,34.73602715363448
34,3,0,0,,,1,36241,8,6,2975783843129633569248864984338286721,36.47360138146207
34,4,0,0,,,1,36451,8,6,3116560617042410529597001298561661601,36.49367557832925
34,5,0,0,,,1,36541,8,6,3178655239919673817930480028921481121,36.5022434264615
35,-12,0,0,,,1,36571,8,6,3199592624686033921967532088844417761,36.50509468703449
35,-11,0,0,,,1,36691,8,6,3284553858853827477134996834609068321,36.51647638765643
35,-10,0,0,,,1,36721,8,6,3306100082889722473240450937529816961,36.51931599647948
35,-9,0,0,,,1,36781,8,6,3349563852374511498099790448527921441,36.524988261114906
35,-8,0,0,,,1,36871,8,6,3415696951882331116851373534054676161,36.533479332168156
35,-7,0,0,,,1,36901,8,6,3437993759049035228673802556029375201,36.536305083981915
35,-6,0,0,,,1,36931,8,6,3460417816882628690145520224500084641,36.539128539431935
35,-5,0,0,,,1,37021,8,6,3528459726857453733011195478202995361,36.547585164846986
35,-4,1,0,,,7,7297,9,6,58654200076153995410212936014758017,34.76829911627401
35,-3,1,0,,,7,7417,9,6,67928888920349789201342231942727097,34.83205451110615
35,-2,0,0,,,1,37171,8,6,3644466474921155062886896660258774561,36.561633959551926
35,-1,1,1,C,L,13,883,14,6,175166015054668531375643511421984179904729,41.24344985008596
35,0,0,0,,,1,37201,8,6,3668064083391929202348028966235817601,36.56443691446265
35,1,1,0,,,7,7477,9,6,73037588544523404301938472678806037,34.86354642582012
35,2,1,0,,,7,7507,9,6,75717757434907468125620126239421107,34.87919774279747
35,3,0,0,,,1,37321,8,6,3763796860827718642629837061006013761,36.575626175700414
35,4,0,0,,,1,37441,8,6,3861708759412258975219313499366904321,36.58677951725549
35,5,0,0,,,1,37501,8,6,3911495095875124650149437539375300001,36.59234279007592
36,-12,0,0,,,1,37561,8,6,3961842157957794530499380022494297281,36.59789716900832
36,-11,0,0,,,1,37591,8,6,3987227648288034049009550970370451521,36.600671032144184
36,-10,0,0,,,1,37831,8,6,4195488842017148105997241140391323841,36.62278257041426
36,-9,0,0,,,1,37861,8,6,4222179028887421419037941022232467681,36.62553664432206
36,-8,0,0,,,1,37951,8,6,4303143128163176017503962361616473601,36.63378579152474
36,-7,0,0,,,1,38011,8,6,4357870916724574962334620110666342881,36.639274361985386
36,-6,0,0,,,1,38281,8,6,4611754639036142866897588954797253441,36.66386619330018
36,-5,0,0,,,1,38371,8,6,4699210950014620082114174980453568161,36.67202494116489
36,-4,1,0,,,7,7537,9,6,78484995452622489237564331704462577,34.89478663744611
36,-3,1,0,,,7,7687,9,6,93715608542927194223471059656985927,34.97181192962341
36,-2,0,1,D,R,11,761,15,6,16625313810367797958274366223783388389939401,43.22076985155859
36,-1,1,0,,,7,7717,9,6,97059154158577310540831977244657797,34.98703650224958
36,0,0,0,,,1,38431,8,6,4758318210437063895666542603320016641,36.67745348192484
36,1,1,0,,,7,7867,9,6,115420340590709073987141036912013147,35.06228235152218
36,2,1,0,,,7,7927,9,6,123588973110930295431376342177564087,35.09197972374059
36,3,0,0,,,1,38461,8,6,4788115024831705168186570420735128481,36.680164574911
36,4,0,0,,,1,38611,8,6,4939561508529782420501599580960443681,36.69368839773373
36,5,0,0,,,1,38671,8,6,5001303633083737565255656735706866561,36.69908322170821
37,-12,0,0,,,1,38791,8,6,5126816861436647049462598468934589121,36.709847803984566
37,-11,0,0,,,1,38821,8,6,5158622480371407948630475176488705761,36.71253374638646
37,-10,0,0,,,1,38851,8,6,5190600616146196140353223102229840801,36.71521761395366
37,-9,0,0,,,1,38971,8,6,5320254403197258211537962397586004961,36.72593239982571
37,-8,0,0,,,1,39181,8,6,5553977664752720757138585134369732641,36.74460412890827
37,-7,0,0,,,1,39241,8,6,5622384333984304641027998527869030721,36.74992052971388
37,-6,0,0,,,1,39301,8,6,5691527097530502295935934443838034401,36.75522880788008
37,-5,0,0,,,1,39451,8,6,5867649033065772177350841089997285601,36.768464129104224
37,-4,1,0,,,7,8017,9,6,136806569347712301700762227715628497,35.136106952376494
37,-3,1,0,,,7,8167,9,6,161645269745597230036351393624503847,35.20856300029652
37,-2,1,0,,,7,8287,9,6,184321522734699701551162569951679327,35.2655760495933
37,-1,1,1,D,R,13,1033,16,6,1681144887891022426235698240019686483271053246081,48.22560514431393
37,0,0,0,,,1,39511,8,6,5939421851737393958061272641567394881,36.77374417245253
37,1,1,0,,,7,8317,9,6,190414630071220202242744459907639197,35.27970031335048
37,2,1,0,,,7,8377,9,6,203140557024746255076229500987062137,35.30779663898159
37,3,0,0,,,1,39541,8,6,5975595452716191597018802560038625121,36.776381188104516
37,4,0,0,,,1,39631,8,6,6085275534892762191132333026172282241,36.78428024740985
37,5,0,0,,,1,39841,8,6,6348072011049163786602009962062859521,36.802641844646125
38,-12,0,0,,,1,39901,8,6,6424957230185253564305413478720599201,36.80787024099067
38,-11,0,0,,,1,40111,8,6,6700510860655504492510891083255895681,36.826107915462885
38,-10,0,0,,,1,40231,8,6,6862567383442160074643175552047855041,36.83648662180983
38,-9,0,0,,,1,40351,8,6,7028043111269896975888698574126252801,36.84683441687124
38,-8,0,0,,,1,40471,8,6,7196999694110018282216616615889296961,36.85715148422892
38,-7,0,0,,,1,40531,8,6,7282802824007157435581307009150001441,36.8622985519418
38,-6,0,0,,,1,40591,8,6,7369499705481155153290188651459995521,36.86743800583412
38,-5,0,0,,,1,40771,8,6,7635032833292559668121633415235475361,36.88281090901354
38,-4,1,0,,,7,8467,9,6,223648524831411852988614108134034547,35.34956603794489
38,-3,1,0,,,7,8527,9,6,238323224841727768695168089641281487,35.3771663668497
38,-2,1,0,,,7,8647,9,6,270264579116246916100508272874684167,35.4317891307806
38,-1,0,0,,,1,40801,8,6,7680092653778396075924748568082246401,36.88536645945624
38,0,0,1,A,R,11,821,12,6,93781653446397701682961667766948241,34.97211788543329
38,1,1,0,,,7,8677,9,6,278821575619884826071493498219360837,35.44532637706626
38,2,1,0,,,7,8707,9,6,287618555057065329027553128080391907,35.45881690013559
38,3,0,0,,,1,41011,8,6,8002079707214050965084034601154446881,36.90320287299034
38,4,0,0,,,1,41131,8,6,8191324815134943072014063181043014241,36.91335414759345
38,5,0,0,,,1,41161,8,6,8239243511885609235743453022987382081,36.915887338675795
39,-12,0,0,,,1,41221,8,6,8335817284786711987502939555020692961,36.92094818663221
39,-11,0,0,,,1,41281,8,6,8433380075169271585385581118753917441,36.926001673531076
39,-10,0,0,,,1,41341,8,6,8531940552007899835292407881523631521,36.931047820754785
39,-9,0,0,,,1,41491,8,6,8782764084037075907504576525440338721,36.943631217219064
39,-8,0,0,,,1,41521,8,6,8833695741654744636968261436201471361,36.946142436806454
39,-7,0,0,,,1,41611,8,6,8988044696289456552777827147837347681,36.95366522343819
39,-6,0,0,,,1,41641,8,6,9040016093865670062536795591587705921,36.956169203646915
39,-5,0,0,,,1,41761,8,6,9250540675801064783693085119517722881,36.96616711713413
39,-4,1,0,,,7,8737,9,6,296661385993974773929649581333529377,35.47226102140585
39,-3,1,0,,,7,8887,9,6,345777413632720454566422353853732727,35.53879662151443
39,-2,1,0,,,7,9007,9,6,390140884910071851092358082377234607,35.59122146469382
39,-1,0,0,,,1,41851,8,6,9411237144148544772149422325748664801,36.97364671689818
39,0,1,0,,,7,9067,9,6,414164186109125646703632422352215947,35.61717254156938
39,1,1,1,B,L,13,1063,13,6,2212750455407655857681644666974578272903,39.34493243880286
39,2,1,0,,,7,9127,9,6,439493498402917341230068481886758887,35.64295245477129
39,3,0,0,,,1,41911,8,6,9519720246696194186744030537619958081,36.97862418608392
39,4,0,0,,,1,41941,8,6,9574370935596258099932796055810420321,36.98111024914989
39,5,0,0,,,1,42061,8,6,9795728746507643664087919066728053281,36.991036750572114
40,-12,0,0,,,1,42181,8,6,10021551716327788914544155510333596641,37.000934971996614
40,-11,0,0,,,1,42331,8,6,10310226939331305365999129447999919841,37.01326822468358
