N,n,r,h,h_floor,eps_h,z_h,boost_G,delta10,rho30,fake_mirror,h_mirror,root_decimal,root_native,native_core,eps_bucket,native_cluster,z_N,pair_fiber_size
2784,1392,81,60.5923038583634,60,21,2.6217135968101664,2.074074074074074,1974,24,81|1974|81,81|21|81,21|1974|21,21|24|21,"81|(24,21)|81",>5,eps=>5;rho30=24,21+24i,81
2790,1395,104,80.72061066273832,80,24,2.5910713030076518,2.7586206896551726,1750,0,104|1750|104,104|24|104,24|1750|24,24|0|24,"104|(0,24)|104",>5,eps=>5;rho30=0,24,104
2796,1398,78,58.870301324174854,58,20,2.493216543020099,2.0086580086580086,2016,6,78|2016|78,78|20|78,20|2016|20,20|6|20,"78|(6,20)|78",>5,eps=>5;rho30=6,20+6i,78
2808,1404,90,64.15051396406233,64,26,3.227392922984422,2.1818181818181817,1908,18,90|1908|90,90|26|90,26|1908|26,26|18|26,"90|(18,26)|90",>5,eps=>5;rho30=18,26+18i,90
2814,1407,97,71.76570132989849,71,26,2.9787412000139306,2.4369230769230765,1844,24,97|1844|97,97|26|97,26|1844|26,26|24|26,"97|(24,26)|97",>5,eps=>5;rho30=24,26+24i,97
2820,1410,104,80.4046706522221,80,24,2.631391121433146,2.7259259259259254,1780,0,104|1780|104,104|24|104,24|1780|24,24|0|24,"104|(0,24)|104",>5,eps=>5;rho30=0,24,104
2826,1413,76,59.4676571156863,59,17,2.143847996717105,2.0129032258064514,2066,6,76|2066|76,76|17|76,17|2066|17,17|6|17,"76|(6,17)|76",>5,eps=>5;rho30=6,17+6i,76
2838,1419,89,67.46648140131107,67,22,2.6216274115366365,2.2764227642276422,1948,18,89|1948|89,89|22|89,22|1948|22,22|18|22,"89|(18,22)|89",>5,eps=>5;rho30=18,22+18i,89
2844,1422,78,60.13890664505068,60,18,2.303192705142705,2.0259740259740258,2064,24,78|2064|78,78|18|78,18|2064|18,18|24|18,"78|(24,18)|78",>5,eps=>5;rho30=24,18+24i,78
2850,1425,110,83.94582453649261,83,27,2.8436607524501385,2.8235294117647056,1750,0,110|1750|110,110|27|110,27|1750|27,27|0|27,"110|(0,27)|110",>5,eps=>5;rho30=0,27,110
2856,1428,100,76.23080337230292,76,24,2.7223831932769613,2.56,1856,6,100|1856|100,100|24|100,24|1856|24,24|6|24,"100|(6,24)|100",>5,eps=>5;rho30=6,24+6i,100
2868,1434,71,59.99464897260345,59,12,1.420848067996299,2.0084388185654007,2158,18,71|2158|71,71|12|71,12|2158|12,12|18|12,"71|(18,12)|71",>5,eps=>5;rho30=18,12+18i,71
2874,1437,76,59.961579534174305,59,17,2.0712144268396204,2.0041928721174003,2114,24,76|2114|76,76|17|76,17|2114|17,17|24|17,"76|(24,17)|76",>5,eps=>5;rho30=24,17+24i,76
2880,1440,107,79.90621647980005,79,28,3.030954191627192,2.6666666666666665,1810,0,107|1810|107,107|28|107,28|1810|28,28|0|28,"107|(0,28)|107",>5,eps=>5;rho30=0,28,107
2886,1443,90,67.35064818377404,67,23,2.759846247292486,2.2441558441558436,1986,6,90|1986|90,90|23|90,23|1986|23,23|6|23,"90|(6,23)|90",>5,eps=>5;rho30=6,23+6i,90
2898,1449,94,75.69256502690477,75,19,2.104267215454896,2.5142857142857142,1958,18,94|1958|94,94|19|94,19|1958|19,19|18|19,"94|(18,19)|94",>5,eps=>5;rho30=18,19+18i,94
2904,1452,91,67.00373130830306,67,24,2.931529183682544,2.2222222222222223,1994,24,91|1994|91,91|24|91,24|1994|24,24|24|24,"91|(24,24)|91",>5,eps=>5;rho30=24,24+24i,91
2910,1455,99,81.37658094748382,81,18,1.953621601113227,2.694736842105263,1920,0,99|1920|99,99|18|99,18|1920|18,18|0|18,"99|(0,18)|99",>5,eps=>5;rho30=0,18,99
2916,1458,83,60.48996399919668,60,23,2.894239900982927,2.0,2086,6,83|2086|83,83|23|83,23|2086|23,23|6|23,"83|(6,23)|83",>5,eps=>5;rho30=6,23+6i,83
2928,1464,80,61.70482330292977,61,19,2.3290405600679405,2.0338983050847457,2128,18,80|2128|80,80|19|80,19|2128|19,19|18|19,"80|(18,19)|80",>5,eps=>5;rho30=18,19+18i,80
2934,1467,82,61.147023310547944,61,21,2.6667382961410873,2.012422360248447,2114,24,82|2114|82,82|21|82,21|2114|21,21|24|21,"82|(24,21)|82",>5,eps=>5;rho30=24,21+24i,82
2940,1470,122,97.38031324325775,97,25,2.4948643620645354,3.1999999999999997,1720,0,122|1720|122,122|25|122,25|1720|25,25|0|25,"122|(0,25)|122",>5,eps=>5;rho30=0,25,122
2946,1473,87,61.080433315177466,61,26,3.3164746510257346,2.0040899795501024,2076,6,87|2076|87,87|26|87,26|2076|26,26|6|26,"87|(6,26)|87",>5,eps=>5;rho30=6,26+6i,87
2958,1479,82,67.63342956754646,67,15,1.7469175231211993,2.2123456790123455,2138,18,82|2138|82,82|15|82,15|2138|15,15|18|15,"82|(18,15)|82",>5,eps=>5;rho30=18,15+18i,82
2964,1482,98,70.73109824022531,70,28,3.2423690605366944,2.3101604278074865,1984,24,98|1984|98,98|28|98,28|1984|28,28|24|28,"98|(24,28)|98",>5,eps=>5;rho30=24,28+24i,98
2970,1485,116,90.85588071204721,90,26,2.6379095921539295,2.962962962962963,1810,0,116|1810|116,116|26|116,26|1810|26,26|0|26,"116|(0,26)|116",>5,eps=>5;rho30=0,26,116
2976,1488,86,63.538558409017156,63,23,2.8178569852344015,2.0689655172413794,2116,6,86|2116|86,86|23|86,23|2116|23,23|6|23,"86|(6,23)|86",>5,eps=>5;rho30=6,23+6i,86
2988,1494,79,62.36683464261666,62,17,2.106192460522714,2.0246913580246915,2198,18,79|2198|79,79|17|79,17|2198|17,17|18|17,"79|(18,17)|79",>5,eps=>5;rho30=18,17+18i,79
2994,1497,84,61.82317666199058,61,23,2.8204842476362115,2.004024144869215,2154,24,84|2154|84,84|23|84,23|2154|23,23|24|23,"84|(24,23)|84",>5,eps=>5;rho30=24,23+24i,84
3000,1500,104,82.38902036973502,82,22,2.380892486477005,2.6666666666666665,1960,0,104|1960|104,104|22|104,22|1960|22,22|0|22,"104|(0,22)|104",>5,eps=>5;rho30=0,22,104
3006,1503,78,62.25951553252968,62,16,1.994872882139284,2.012121212121212,2226,6,78|2226|78,78|16|78,16|2226|16,16|6|16,"78|(6,16)|78",>5,eps=>5;rho30=6,16+6i,78
3018,1509,85,62.19362032679958,62,23,2.891901063644127,2.003992015968064,2168,18,85|2168|85,85|23|85,23|2168|23,23|18|23,"85|(18,23)|85",>5,eps=>5;rho30=18,23+18i,85
3024,1512,99,74.59476763414342,74,25,2.825717649716767,2.4,2034,24,99|2034|99,99|25|99,25|2034|25,25|24|25,"99|(24,25)|99",>5,eps=>5;rho30=24,25+24i,99
3030,1515,110,83.84491025040542,83,27,2.856392358245446,2.6936026936026938,1930,0,110|1930|110,110|27|110,27|1930|27,27|0|27,"110|(0,27)|110",>5,eps=>5;rho30=0,27,110
3036,1518,92,72.57363171790988,72,20,2.2803535684276452,2.3280423280423284,2116,6,92|2116|92,92|20|92,20|2116|20,20|6|20,"92|(6,20)|92",>5,eps=>5;rho30=6,20+6i,92
3048,1524,83,63.0324939689812,63,20,2.515020786421656,2.016,2218,18,83|2218|83,83|20|83,20|2218|20,20|18|20,"83|(18,20)|83",>5,eps=>5;rho30=18,20+18i,83
3054,1527,78,62.74814368672946,62,16,1.9254057479008757,2.0039447731755424,2274,24,78|2274|78,78|16|78,16|2274|16,16|24|16,"78|(24,16)|78",>5,eps=>5;rho30=24,16+24i,78
3060,1530,113,89.19747361365962,89,24,2.520268308534718,2.844444444444444,1930,0,113|1930|113,113|24|113,24|1930|24,24|0|24,"113|(0,24)|113",>5,eps=>5;rho30=0,24,113
3066,1533,102,76.43270850434712,76,26,2.924456043750392,2.4338028169014083,2046,6,102|2046|102,102|26|102,26|2046|26,26|6|26,"102|(6,26)|102",>5,eps=>5;rho30=6,26+6i,102
3078,1539,83,66.6993155337821,66,17,1.9959292936131174,2.1176470588235294,2248,18,83|2248|83,83|17|83,17|2248|17,17|18|17,"83|(18,17)|83",>5,eps=>5;rho30=18,17+18i,83
3084,1542,83,63.3333940559741,63,20,2.4712292440658845,2.007843137254902,2254,24,83|2254|83,83|20|83,20|2254|20,20|24|20,"83|(24,20)|83",>5,eps=>5;rho30=24,20+24i,83
3090,1545,109,85.07158275184491,85,24,2.5943090854268656,2.693069306930693,2000,0,109|2000|109,109|24|109,24|2000|24,24|0|24,"109|(0,24)|109",>5,eps=>5;rho30=0,24,109
3096,1548,84,64.81346401678086,64,20,2.383219017643302,2.048780487804878,2256,6,84|2256|84,84|20|84,20|2256|20,20|6|20,"84|(6,20)|84",>5,eps=>5;rho30=6,20+6i,84
3108,1554,100,78.32089199098185,78,22,2.449641870637802,2.4685714285714284,2108,18,100|2108|100,100|22|100,22|2108|22,22|18|22,"100|(18,22)|100",>5,eps=>5;rho30=18,22+18i,100
3114,1557,82,63.91805767928442,63,19,2.26169113055175,2.0116959064327484,2294,24,82|2294|82,82|19|82,19|2294|19,19|24|19,"82|(24,19)|82",>5,eps=>5;rho30=24,19+24i,82
3120,1560,117,92.56497304292822,92,25,2.539741309850241,2.9090909090909087,1950,0,117|1950|117,117|25|117,25|1950|25,25|0|25,"117|(0,25)|117",>5,eps=>5;rho30=0,25,117
3126,1563,85,63.85315470815249,63,22,2.646393423850516,2.003853564547206,2276,6,85|2276|85,85|22|85,22|2276|22,22|6|22,"85|(6,22)|85",>5,eps=>5;rho30=6,22+6i,85
3138,1569,80,64.03680878198627,64,16,1.9948253355622703,2.0038387715930903,2338,18,80|2338|80,80|16|80,16|2338|16,16|18|16,"80|(18,16)|80",>5,eps=>5;rho30=18,16+18i,80
3144,1572,75,64.50213486332473,64,11,1.3071154400923064,2.0155038759689923,2394,24,75|2394|75,75|11|75,11|2394|11,11|24|11,"75|(24,11)|75",>5,eps=>5;rho30=24,11+24i,75
3150,1575,138,102.55641593803789,102,36,3.4999046587255043,3.1999999999999997,1770,0,138|1770|138,138|36|138,36|1770|36,36|0|36,"138|(0,36)|138",>5,eps=>5;rho30=0,36,138
3156,1578,85,64.43545594607474,64,21,2.561867310025207,2.007662835249042,2306,6,85|2306|85,85|21|85,21|2306|21,21|6|21,"85|(6,21)|85",>5,eps=>5;rho30=6,21+6i,85
3168,1584,93,71.52547666727142,71,22,2.5391780330289437,2.2222222222222223,2238,18,93|2238|93,93|22|93,22|2238|22,22|18|22,"93|(18,22)|93",>5,eps=>5;rho30=18,22+18i,93
3174,1587,83,67.53432186017254,67,16,1.8819439993987943,2.0952380952380953,2344,24,83|2344|83,83|16|83,16|2344|16,16|24|16,"83|(24,16)|83",>5,eps=>5;rho30=24,16+24i,83
3180,1590,112,87.76267037258124,87,25,2.5871991192917743,2.7189542483660127,2060,0,112|2060|112,112|25|112,25|2060|25,25|0|25,"112|(0,25)|112",>5,eps=>5;rho30=0,25,112
3186,1593,87,65.78194579640041,65,22,2.616087084686794,2.0350877192982457,2316,6,87|2316|87,87|22|87,22|2316|22,22|6|22,"87|(6,22)|87",>5,eps=>5;rho30=6,22+6i,87
3198,1599,90,72.53798697112254,72,18,2.050272366604709,2.2377622377622375,2298,18,90|2298|90,90|18|90,18|2298|18,18|18|18,"90|(18,18)|90",>5,eps=>5;rho30=18,18+18i,90
3204,1602,83,65.6685315977339,65,18,2.1387336726471866,2.0229885057471266,2374,24,83|2374|83,83|18|83,18|2374|18,18|24|18,"83|(24,18)|83",>5,eps=>5;rho30=24,18+24i,83
3210,1605,110,87.51055159853819,87,23,2.404078214717306,2.692063492063492,2110,0,110|2110|110,110|23|110,23|2110|23,23|0|23,"110|(0,23)|110",>5,eps=>5;rho30=0,23,110
3216,1608,87,66.10675438306428,66,21,2.569703358507686,2.0307692307692307,2346,6,87|2346|87,87|21|87,21|2346|21,21|6|21,"87|(6,21)|87",>5,eps=>5;rho30=6,21+6i,87
3228,1614,86,65.5323581310813,65,21,2.5283658240775173,2.00749063670412,2368,18,86|2368|86,86|21|86,21|2368|21,21|18|21,"86|(18,21)|86",>5,eps=>5;rho30=18,21+18i,86
3234,1617,112,87.17217395536531,87,25,2.659192366624278,2.6666666666666665,2114,24,112|2114|112,112|25|112,25|2114|25,25|24|25,"112|(24,25)|112",>5,eps=>5;rho30=24,25+24i,112
3240,1620,112,87.29385534346301,87,25,2.6443147203143025,2.6666666666666665,2120,0,112|2120|112,112|25|112,25|2120|25,25|0|25,"112|(0,25)|112",>5,eps=>5;rho30=0,25,112
3246,1623,82,65.6832532682929,65,17,2.013289575936847,2.0037105751391464,2426,6,82|2426|82,82|17|82,17|2426|17,17|6|17,"82|(6,17)|82",>5,eps=>5;rho30=6,17+6i,82
3258,1629,76,66.11125008086499,66,10,1.2161963883009432,2.011173184357542,2498,18,76|2498|76,76|10|76,10|2498|10,10|18|10,"76|(18,10)|76",>5,eps=>5;rho30=18,10+18i,76
3264,1632,89,70.22409297315176,70,19,2.240566595690591,2.1333333333333333,2374,24,89|2374|89,89|19|89,19|2374|19,19|24|19,"89|(24,19)|89",>5,eps=>5;rho30=24,19+24i,89
3270,1635,110,88.72307578087067,88,22,2.258866435023696,2.6915887850467284,2170,0,110|2170|110,110|22|110,22|2170|22,22|0|22,"110|(0,22)|110",>5,eps=>5;rho30=0,22,110
3276,1638,112,86.42255177250877,86,26,2.7513362584027314,2.6181818181818177,2156,6,112|2156|112,112|26|112,26|2156|26,26|6|26,"112|(6,26)|112",>5,eps=>5;rho30=6,26+6i,112
3288,1644,78,66.68959384645522,66,12,1.3849980577172911,2.0148148148148146,2508,18,78|2508|78,78|12|78,12|2508|12,12|18|12,"78|(18,12)|78",>5,eps=>5;rho30=18,12+18i,78
3294,1647,90,67.41374115531882,67,23,2.750870122231926,2.0338983050847457,2394,24,90|2394|90,90|23|90,23|2394|23,23|24|23,"90|(24,23)|90",>5,eps=>5;rho30=24,23+24i,90
3300,1650,120,98.34236181713744,98,22,2.183940373193257,2.962962962962963,2100,0,120|2100|120,120|22|120,22|2100|22,22|0|22,"120|(0,22)|120",>5,eps=>5;rho30=0,22,120
3306,1653,93,72.98883588485135,72,21,2.342308719863828,2.1960784313725488,2376,6,93|2376|93,93|21|93,21|2376|21,21|6|21,"93|(6,21)|93",>5,eps=>5;rho30=6,21+6i,93
3318,1659,107,81.02312133931625,81,26,2.8859079913298795,2.4311688311688306,2248,18,107|2248|107,107|26|107,26|2248|26,26|18|26,"107|(18,26)|107",>5,eps=>5;rho30=18,26+18i,107
3324,1662,84,66.98712256507862,66,18,2.078653551873691,2.0072727272727273,2484,24,84|2484|84,84|18|84,18|2484|18,18|24|18,"84|(24,18)|84",>5,eps=>5;rho30=24,18+24i,84
3330,1665,116,91.659649729164,91,25,2.5423639809939784,2.7428571428571424,2170,0,116|2170|116,116|25|116,25|2170|25,25|0|25,"116|(0,25)|116",>5,eps=>5;rho30=0,25,116
3336,1668,89,67.41438323168138,67,22,2.6289854318990287,2.0145985401459856,2446,6,89|2446|89,89|22|89,22|2446|22,22|6|22,"89|(6,22)|89",>5,eps=>5;rho30=6,22+6i,89
3348,1674,89,69.42123752572955,69,20,2.349844164746765,2.0689655172413794,2458,18,89|2458|89,89|20|89,20|2458|20,20|18|20,"89|(18,20)|89",>5,eps=>5;rho30=18,20+18i,89
3354,1677,94,75.09466741773836,75,19,2.181623347643511,2.235033259423503,2414,24,94|2414|94,94|19|94,19|2414|19,19|24|19,"94|(24,19)|94",>5,eps=>5;rho30=24,19+24i,94
3360,1680,138,107.66141667906699,107,31,2.9239184261110482,3.1999999999999997,1980,0,138|1980|138,138|31|138,31|1980|31,31|0|31,"138|(0,31)|138",>5,eps=>5;rho30=0,31,138
3366,1683,105,79.85650959915988,79,26,2.813652144351142,2.3703703703703702,2316,6,105|2316|105,105|26|105,26|2316|26,26|6|26,"105|(6,26)|105",>5,eps=>5;rho30=6,26+6i,105
3378,1689,89,67.68034707327735,67,22,2.5914858493215247,2.0035650623885917,2488,18,89|2488|89,89|22|89,22|2488|22,22|18|22,"89|(18,22)|89",>5,eps=>5;rho30=18,22+18i,89
3384,1692,87,69.15370588003144,69,18,2.1460523755880447,2.0444444444444443,2514,24,87|2514|87,87|18|87,18|2514|18,18|24|18,"87|(24,18)|87",>5,eps=>5;rho30=24,18+24i,87
3390,1695,115,91.13473831182371,91,24,2.499909146047278,2.6906906906906904,2240,0,115|2240|115,115|24|115,24|2240|24,24|0|24,"115|(0,24)|115",>5,eps=>5;rho30=0,24,115
3396,1698,90,68.07254755944051,68,22,2.65767686382658,2.00711743772242,2496,6,90|2496|90,90|22|90,22|2496|22,22|6|22,"90|(6,22)|90",>5,eps=>5;rho30=6,22+6i,90
3408,1704,85,68.99749365982329,68,17,1.9265103666507253,2.028985507246377,2558,18,85|2558|85,85|17|85,17|2558|17,17|18|17,"85|(18,17)|85",>5,eps=>5;rho30=18,17+18i,85
3414,1707,87,68.22220539925868,68,19,2.273430629959462,2.00352733686067,2544,24,87|2544|87,87|19|87,19|2544|19,19|24|19,"87|(24,19)|87",>5,eps=>5;rho30=24,19+24i,87
3420,1710,119,96.27154439210015,96,23,2.316439474358021,2.8235294117647056,2230,0,119|2230|119,119|23|119,23|2230|23,23|0|23,"119|(0,23)|119",>5,eps=>5;rho30=0,23,119
3426,1713,84,68.40256393643497,68,16,1.8858928922891887,2.0035149384885766,2586,6,84|2586|84,84|16|84,16|2586|16,16|6|16,"84|(6,16)|84",>5,eps=>5;rho30=6,16+6i,84
3438,1719,89,68.82513054740345,68,21,2.4318523951285433,2.0105820105820107,2548,18,89|2548|89,89|21|89,21|2548|21,21|18|21,"89|(18,21)|89",>5,eps=>5;rho30=18,21+18i,89
3444,1722,102,84.37293692458016,84,18,1.9190150256988368,2.4615384615384612,2424,24,102|2424|102,102|18|102,18|2424|18,18|24|18,"102|(24,18)|102",>5,eps=>5;rho30=24,18+24i,102
3450,1725,120,95.88242150031675,95,25,2.462998821244142,2.7936507936507935,2250,0,120|2250|120,120|25|120,25|2250|25,25|0|25,"120|(0,25)|120",>5,eps=>5;rho30=0,25,120
3456,1728,89,68.73315096866904,68,21,2.4445735332252587,2.0,2566,6,89|2566|89,89|21|89,21|2566|21,21|6|21,"89|(6,21)|89",>5,eps=>5;rho30=6,21+6i,89
3468,1734,97,73.50737298308782,73,24,2.740098232458476,2.1333333333333333,2498,18,97|2498|97,97|24|97,24|2498|24,24|18|24,"97|(18,24)|97",>5,eps=>5;rho30=18,24+18i,97
3474,1737,91,69.36439263880722,69,22,2.5977705999248113,2.0104712041884816,2564,24,91|2564|91,91|22|91,22|2564|22,22|24|22,"91|(24,22)|91",>5,eps=>5;rho30=24,22+24i,91
3480,1740,123,95.53606282570897,95,28,2.809824061664655,2.765432098765432,2250,0,123|2250|123,123|28|123,28|2250|28,28|0|28,"123|(0,28)|123",>5,eps=>5;rho30=0,28,123
3486,1743,105,84.04445955869276,84,21,2.285832068825709,2.4296296296296296,2436,6,105|2436|105,105|21|105,21|2436|21,21|6|21,"105|(6,21)|105",>5,eps=>5;rho30=6,21+6i,105
3498,1749,103,78.5807592232126,78,25,2.7546983369569613,2.2657952069716774,2468,18,103|2468|103,103|25|103,25|2468|25,25|18|25,"103|(18,25)|103",>5,eps=>5;rho30=18,25+18i,103
3504,1752,88,70.43063367937576,70,18,2.0935112548544024,2.028169014084507,2624,24,88|2624|88,88|18|88,18|2624|18,18|24|18,"88|(24,18)|88",>5,eps=>5;rho30=24,18+24i,88
3510,1755,123,101.15228743217146,101,22,2.172291582791626,2.9090909090909087,2280,0,123|2280|123,123|22|123,22|2280|22,22|0|22,"123|(0,22)|123",>5,eps=>5;rho30=0,22,123
3516,1758,87,69.87121829037963,69,18,2.049166827764704,2.006872852233677,2646,6,87|2646|87,87|18|87,18|2646|18,18|6|18,"87|(6,18)|87",>5,eps=>5;rho30=6,18+6i,87
3528,1764,103,83.77357257628466,83,20,2.1006082876963057,2.4,2498,18,103|2498|103,103|20|103,20|2498|20,20|18|20,"103|(18,20)|103",>5,eps=>5;rho30=18,20+18i,103
3534,1767,96,76.56493740909616,76,20,2.2211146554699703,2.190669371196755,2574,24,96|2574|96,96|20|96,20|2574|20,20|24|20,"96|(24,20)|96",>5,eps=>5;rho30=24,20+24i,96
3540,1770,123,94.95795619417991,94,29,2.8776898441542396,2.7134502923976607,2310,0,123|2310|123,123|29|123,29|2310|29,29|0|29,"123|(0,29)|123",>5,eps=>5;rho30=0,29,123
3546,1773,94,70.43952716223407,70,24,2.8072157128486643,2.01025641025641,2606,6,94|2606|94,94|24|94,24|2606|24,24|6|24,"94|(6,24)|94",>5,eps=>5;rho30=6,24+6i,94
3558,1779,91,70.3780891284378,70,21,2.458160128086847,2.003384094754653,2648,18,91|2648|91,91|21|91,21|2648|21,21|18|21,"91|(18,21)|91",>5,eps=>5;rho30=18,21+18i,91
3564,1782,104,78.16521497617494,78,26,2.9221202825097943,2.2222222222222223,2524,24,104|2524|104,104|26|104,26|2524|26,26|24|26,"104|(24,26)|104",>5,eps=>5;rho30=24,26+24i,104
3570,1785,154,120.2144407276012,120,34,3.0814334473727816,3.413333333333333,2030,0,154|2030|154,154|34|154,34|2030|34,34|0|34,"154|(0,34)|154",>5,eps=>5;rho30=0,34,154
3576,1788,96,71.00735285535066,71,25,2.9659279483333187,2.0136054421768708,2616,6,96|2616|96,96|25|96,25|2616|25,25|6|25,"96|(6,25)|96",>5,eps=>5;rho30=6,25+6i,96
3588,1794,108,80.80723480872679,80,28,3.02501999594667,2.2857142857142856,2508,18,108|2508|108,108|28|108,28|2508|28,28|18|28,"108|(18,28)|108",>5,eps=>5;rho30=18,28+18i,108
3594,1797,88,70.91424872412891,70,18,2.0289312287428065,2.003350083752094,2714,24,88|2714|88,88|18|88,18|2714|18,18|24|18,"88|(24,18)|88",>5,eps=>5;rho30=24,18+24i,88
3600,1800,125,94.51328673544015,94,31,3.1359142097617263,2.6666666666666665,2350,0,125|2350|125,125|31|125,31|2350|31,31|0|31,"125|(0,31)|125",>5,eps=>5;rho30=0,31,125
3606,1803,90,71.09272448068224,71,19,2.24241698274303,2.003338898163606,2706,6,90|2706|90,90|19|90,19|2706|19,19|6|19,"90|(6,19)|90",>5,eps=>5;rho30=6,19+6i,90
3618,1809,95,72.24734530797545,72,23,2.676832083006755,2.0307692307692307,2668,18,95|2668|95,95|23|95,23|2668|23,23|18|23,"95|(18,23)|95",>5,eps=>5;rho30=18,23+18i,95
3624,1812,94,71.72000244046573,71,23,2.6308433604019648,2.0134228187919465,2684,24,94|2684|94,94|23|94,23|2684|23,23|24|23,"94|(24,23)|94",>5,eps=>5;rho30=24,23+24i,94
3630,1815,136,105.67558431017535,105,31,2.9498851827800876,2.962962962962963,2270,0,136|2270|136,136|31|136,31|2270|31,31|0|31,"136|(0,31)|136",>5,eps=>5;rho30=0,31,136
3636,1818,95,72.14155513240716,72,23,2.6912493046433816,2.0202020202020203,2686,6,95|2686|95,95|23|95,23|2686|23,23|6|23,"95|(6,23)|95",>5,eps=>5;rho30=6,23+6i,95
3648,1824,103,75.80995384407939,75,28,3.1228191125197218,2.1176470588235294,2618,18,103|2618|103,103|28|103,28|2618|28,28|18|28,"103|(18,28)|103",>5,eps=>5;rho30=18,28+18i,103
3654,1827,115,89.21088693514226,89,26,2.7304075592329764,2.4888888888888885,2504,24,115|2504|115,115|26|115,26|2504|26,26|24|26,"115|(24,26)|115",>5,eps=>5;rho30=24,26+24i,115
3660,1830,125,97.32382384412271,97,28,2.8054110559566916,2.711864406779661,2410,0,125|2410|125,125|28|125,28|2410|28,28|0|28,"125|(0,28)|125",>5,eps=>5;rho30=0,28,125
3666,1833,102,80.14068757050805,80,22,2.441799302241895,2.23030303030303,2646,6,102|2646|102,102|22|102,22|2646|22,22|6|22,"102|(6,22)|102",>5,eps=>5;rho30=6,22+6i,102
3678,1839,97,72.16105227077367,72,25,2.9240296006083626,2.0032733224222588,2708,18,97|2708|97,97|25|97,25|2708|25,25|18|25,"97|(18,25)|97",>5,eps=>5;rho30=18,25+18i,97
3684,1842,98,72.36852178842666,72,26,3.0129977166196316,2.0065573770491802,2704,24,98|2704|98,98|26|98,26|2704|26,26|24|26,"98|(24,26)|98",>5,eps=>5;rho30=24,26+24i,98
3690,1845,124,98.76358984227741,98,26,2.5393884714557085,2.7350427350427347,2450,0,124|2450|124,124|26|124,26|2450|26,26|0|26,"124|(0,26)|124",>5,eps=>5;rho30=0,26,124
3696,1848,125,96.41292970637974,96,29,2.911400884237857,2.6666666666666665,2446,6,125|2446|125,125|29|125,29|2446|29,29|6|29,"125|(6,29)|125",>5,eps=>5;rho30=6,29+6i,125
3708,1854,100,73.20494898118437,73,27,3.1317303933897214,2.01980198019802,2708,18,100|2708|100,100|27|100,27|2708|27,27|18|27,"100|(18,27)|100",>5,eps=>5;rho30=18,27+18i,100
3714,1857,93,72.69361465002365,72,21,2.3816859309558094,2.0032414910858996,2784,24,93|2784|93,93|21|93,21|2784|21,21|24|21,"93|(24,21)|93",>5,eps=>5;rho30=24,21+24i,93
3720,1860,128,100.22716167475276,100,28,2.7741347344349134,2.7586206896551726,2440,0,128|2440|128,128|28|128,28|2440|28,28|0|28,"128|(0,28)|128",>5,eps=>5;rho30=0,28,128
3726,1863,98,76.21781386589845,76,22,2.495015344700231,2.0952380952380953,2746,6,98|2746|98,98|22|98,22|2746|22,22|6|22,"98|(6,22)|98",>5,eps=>5;rho30=6,22+6i,98
3738,1869,116,88.5226975955988,88,28,2.9204298144811953,2.4275862068965517,2578,18,116|2578|116,116|28|116,28|2578|28,28|18|28,"116|(18,28)|116",>5,eps=>5;rho30=18,28+18i,116
3744,1872,107,79.65733075285439,79,28,3.063571595813418,2.1818181818181817,2674,24,107|2674|107,107|28|107,28|2674|28,28|24|28,"107|(24,28)|107",>5,eps=>5;rho30=24,28+24i,107
3750,1875,123,97.47703894464765,97,26,2.5851151551821383,2.6666666666666665,2520,0,123|2520|123,123|26|123,26|2520|26,26|0|26,"123|(0,26)|123",>5,eps=>5;rho30=0,26,123
3756,1878,97,73.43166756579178,73,24,2.7503449069966575,2.0064308681672025,2786,6,97|2786|97,97|24|97,24|2786|24,24|6|24,"97|(6,24)|97",>5,eps=>5;rho30=6,24+6i,97
3768,1884,91,73.84666010922423,73,18,1.9961044559454686,2.0129032258064514,2858,18,91|2858|91,91|18|91,18|2858|18,18|18|18,"91|(18,18)|91",>5,eps=>5;rho30=18,18+18i,91
3774,1887,103,80.59801034526329,80,23,2.495309568245696,2.194285714285714,2744,24,103|2744|103,103|23|103,23|2744|23,23|24|23,"103|(24,23)|103",>5,eps=>5;rho30=24,23+24i,103
3780,1890,149,117.6802297762696,117,32,2.887133150316306,3.1999999999999997,2290,0,149|2290|149,149|32|149,32|2290|32,32|0|32,"149|(0,32)|149",>5,eps=>5;rho30=0,32,149
3786,1893,96,73.75560281988241,73,23,2.590139365626537,2.0031796502384736,2826,6,96|2826|96,96|23|96,23|2826|23,23|6|23,"96|(6,23)|96",>5,eps=>5;rho30=6,23+6i,96
3798,1899,100,74.16840136133294,74,26,2.9994513693552096,2.0095693779904304,2798,18,100|2798|100,100|26|100,26|2798|26,26|18|26,"100|(18,26)|100",>5,eps=>5;rho30=18,26+18i,100
3804,1902,92,74.13813420213201,74,18,2.0744644462805018,2.0063492063492063,2884,24,92|2884|92,92|18|92,18|2884|18,18|24|18,"92|(24,18)|92",>5,eps=>5;rho30=24,18+24i,92
3810,1905,130,99.44496957145155,99,31,3.064017990524342,2.6879999999999997,2510,0,130|2510|130,130|31|130,31|2510|31,31|0|31,"130|(0,31)|130",>5,eps=>5;rho30=0,31,130
