time,x,symbol,is_head,state,transition_code,residue,prime,exponent,scale_level,term_value,term_log10
10,-2,0,0,,,1,4231,6,4,5736647333502158708881,21.758658151987767
10,-1,1,0,,,7,967,7,4,790651899389404340023,20.89798531858101
10,0,1,0,,,7,997,7,4,979188057829902100813,20.99086610818159
10,1,1,0,,,7,1087,7,4,1793109488137233550783,21.25360680860406
10,2,1,0,,,7,1117,7,4,2169562730596120989973,21.336372211809262
10,3,0,0,,,1,4261,6,4,5985069600655435759561,21.777069205202718
10,4,0,1,C,L,11,251,11,4,249121342886682932269065251,26.39641093629142
10,5,0,0,,,1,4441,6,4,7671576834097628210641,21.884884639042056
10,6,0,0,,,1,4561,6,4,9002444102339824251361,21.95436043344563
11,-3,0,0,,,1,4591,6,4,9363619482785952179041,21.971443756596123
11,-2,0,0,,,1,4621,6,4,9736790173318996353721,21.98841581111223
11,-1,1,0,,,7,1237,7,4,4431879027673573392733,21.646587897403844
11,0,1,0,,,7,1297,7,4,6174187761975377561713,21.79057983258856
11,1,1,0,,,7,1327,7,4,7245968805874891233103,21.86009646005105
11,2,1,0,,,7,1447,7,4,13282496735194661464663,22.123279717833263
11,3,0,1,C,L,11,281,11,4,862520684644188385040795081,26.93576951895588
11,4,1,0,,,7,1567,7,4,23199732388265655129823,22.36548297528013
11,5,0,0,,,1,4651,6,4,10122272788313810615401,22.0052780370691
11,6,0,0,,,1,4801,6,4,12245886666916185628801,22.087990235814996
12,-3,0,0,,,1,4831,6,4,12712244139063704652481,22.10422222491912
12,-2,0,0,,,1,4861,6,4,13193308765937583443161,22.120353726447252
12,-1,1,0,,,7,1597,7,4,26493199691087104482613,22.42313441296938
12,0,1,0,,,7,1627,7,4,30179557694776570150003,22.47971287055801
12,1,1,0,,,7,1657,7,4,34297112573951451001993,22.535257558935356
12,2,1,1,C,L,13,163,12,4,351763888007705494736404081,26.546251252847494
12,3,1,0,,,7,1747,7,4,49664988000744615365563,22.696050334880518
12,4,1,0,,,7,1777,7,4,55951533579725989655953,22.74781199463711
12,5,0,0,,,1,4951,6,4,14728467405839958817201,22.168157557988906
12,6,0,0,,,1,5011,6,4,15832387707995208301561,22.19954641645486
13,-3,0,0,,,1,5101,6,4,17616999466514910180601,22.24593194118712
13,-2,0,0,,,1,5281,6,4,21691870594326700447681,22.33629700493097
13,-1,1,0,,,7,1867,7,4,79069724507495127214723,22.89801022564355
13,0,1,0,,,7,1987,7,4,122288345645958900577483,23.087385069768708
13,1,1,1,A,HALT,13,193,12,4,2671084997624767126594464001,27.426687708093286
13,2,1,0,,,7,2017,7,4,135812982785486324304673,23.13294128748936
13,3,1,0,,,7,2137,7,4,203531510237746202859433,23.308631655148485
13,4,1,0,,,7,2287,7,4,327237564898090254506383,23.51486315224724
13,5,0,0,,,1,5431,6,4,25661309620941037396081,22.409278816755766
13,6,0,0,,,1,5521,6,4,28320862980295614849121,22.45210648284083
14,-3,0,0,,,1,5581,6,4,30218446581160968519481,22.480272135099963
14,-2,0,0,,,1,5641,6,4,32220820712366212857841,22.508136598352362
14,-1,1,0,,,7,2347,7,4,392275899737514762547363,23.593591627190147
14,0,1,0,,,7,2377,7,4,428750137271300988829753,23.632204272097262
14,1,1,0,,,7,2437,7,4,510491722256910414268333,23.70798870429307
14,2,1,1,H,,13,223,12,4,15123710539293666054338805121,28.179658356577928
14,3,1,0,,,7,2467,7,4,556139889725647114764523,23.745184046428154
14,4,1,0,,,7,2557,7,4,714685706098209580600693,23.854115096184348
14,5,0,0,,,1,5701,6,4,34332564610125847384201,22.53570624602479
14,6,0,0,,,1,5791,6,4,37715632002119666226241,22.576521389600245
