N,n,r,h,h_floor,eps_h,z_h,rho30,boost_G,boost_primes,family,z_native_i,x,y,z
966,483,45,33.94132268342111,33,12,1.8981861687446644,6,2.5142857142857142,"3,7,23",cone_3,12+6i,-3.4965353087109907,7.7048720662797106,5.581888787310698
968,484,17,15.021334674123539,15,2,0.5105262556183748,8,1.1111111111111112,11,shell_other,2+8i,-0.5039800638792518,20.795050005409585,4.265413544629785
970,485,27,18.242025427694838,18,9,2.0505348348543975,10,1.3473684210526315,"5,97",ring_5,9+10i,4.20164899282039,3.11483531427775,5.227425715196934
972,486,32,27.117591701339848,27,5,0.9375804356211183,12,2.0,3,cone_3,5+12i,-11.383130721463601,3.911073402955487,4.6300070130436835
974,487,17,13.60657611325521,13,4,0.9199488585397116,14,1.002061855670103,487,shell_other,4+14i,-4.625299014452211,16.983137655207702,4.616541329601426
976,488,19,13.828833406645789,13,6,1.390579288829222,16,1.0169491525423728,61,shell_other,6+16i,-4.634553857176588,15.014895167244006,5.0992389008306755
978,489,35,27.40540375203007,27,8,1.4507299866309766,18,2.012422360248447,"3,163",cone_3,8+18i,-11.415658512320128,-3.934706226354816,5.151826836669522
980,490,26,21.820595853416815,21,5,0.8947074764017183,20,1.5999999999999999,"5,7",ring_5,5+20i,4.199624381330924,-3.1183420442430867,4.375005731790894
982,491,17,13.68554790022288,13,4,0.8959435607315742,22,1.0020449897750512,491,shell_other,4+22i,-0.49333068747925374,11.306272042870232,4.604054502509537
984,492,39,28.05611226329199,28,11,2.066131143592113,24,2.051282051282051,"3,41",cone_3,11+24i,-3.8958320092917833,-6.475963184453815,5.7758452367246855
986,493,20,15.151340073983544,15,5,1.2456504857300883,26,1.1061728395061727,"17,29",shell_other,5+26i,3.209736451121049,12.435226528081525,5.023921089349427
988,494,23,15.844004289614867,15,8,1.7977843516499419,28,1.1550802139037433,"13,19",shell_other,8+28i,4.415154378263087,14.034246620731698,5.60924573904309
990,495,52,40.700766884391314,40,12,1.7711187166229083,0,2.962962962962963,"3,5,11",mobius_3x5,12,20.29527024229202,0.0,4.999025309716722
992,496,13,14.230560467186903,14,-1,-0.3262060086455548,2,1.0344827586206897,31,shell_other,-1+2i,4.324517614634474,17.925399292157312,3.416302125021843
994,497,25,16.77065955342516,16,9,2.009509011038198,4,1.2173913043478262,"7,71",shell_other,9+4i,3.2619655363502655,19.622779747612125,5.868395167863055
996,498,37,27.931792110459675,27,10,1.7158213493526733,6,2.0246913580246915,"3,83",cone_3,10+6i,-3.915986006863096,6.41393555792031,5.44261340738743
998,499,17,13.843049756931386,13,4,0.8485000007596858,8,1.0020120724346075,499,shell_other,4+8i,-0.49144793568557893,20.675814770387944,4.579369078760557
1000,500,28,18.446554131725428,18,10,2.2243464024501214,10,1.3333333333333333,5,ring_5,10+10i,4.195519375187606,3.1254521234487003,5.400698820753656
1002,501,36,27.877073508390126,27,9,1.538469649311982,12,2.012121212121212,"3,167",cone_3,9+12i,-11.431186531638708,3.9459879927654566,5.273723683857403
1004,502,18,13.92993442947197,13,5,1.0905030131016222,14,1.0040160642570282,251,shell_other,5+14i,-4.593793820910931,16.97644101959382,4.8310685005742835
1006,503,18,13.921582938862189,13,5,1.0930683649944923,16,1.001996007984032,503,shell_other,5+16i,-4.590061812682474,15.024352243243346,4.83518008036939
1008,504,42,33.39234652693686,33,9,1.4895713325873094,18,2.4,"3,7",cone_3,9+18i,-12.326970673460359,-4.596813267711667,5.233236824079633
1010,505,25,18.765112145760348,18,7,1.4393057626044223,20,1.3468013468013469,"5,101",ring_5,7+20i,4.193440719095403,-3.1290524614118547,4.8259375098085515
1012,506,23,16.241243765687535,16,7,1.6770929789786355,22,1.1640211640211642,"11,23",shell_other,7+22i,-0.5030336221748091,11.213954785901198,5.528830936584848
1014,507,39,30.48502920556664,30,9,1.5421970036637112,24,2.1818181818181817,"3,13",cone_3,9+24i,-3.773274408360104,-6.8531566951969385,5.294224032183227
1016,508,18,14.10383150553848,14,4,1.0374547769434208,26,1.008,127,shell_other,4+26i,3.1356388084749316,12.517520297323644,4.797264397553635
1018,509,20,14.039114794266949,14,6,1.5908927244922055,28,1.0019723865877712,509,shell_other,6+28i,4.274672981875306,14.096792968155738,5.349701900458172
1020,510,51,39.91054875192692,39,12,1.7553600351278178,0,2.844444444444444,"3,5,17",mobius_3x5,12,20.27194943171784,0.0,4.983326480359315
1022,511,18,17.098215641293802,17,1,0.21808575707423036,2,1.2169014084507042,"7,73",shell_other,1+2i,4.423541567148315,17.969487596349104,4.1172217811101195
1024,512,22,14.070172937707632,14,8,2.1140438845231233,4,1.0,,spine_none,8+4i,-15.489430942968301,0.2676522425435433,8.456175538092493
1026,513,42,29.83705426870544,29,13,2.2266953229304227,6,2.1176470588235294,"3,19",cone_3,13+6i,-3.8265139149372205,6.689302342277208,5.995298011503923
1028,514,18,14.16458886883141,14,4,1.0190838932594404,8,1.003921568627451,257,shell_other,4+8i,-0.4881089972987451,20.644046893685413,4.792895263510579
1030,515,25,19.024902757060108,19,6,1.3698838790755299,10,1.3465346534653464,"5,103",ring_5,6+10i,4.189235190287272,3.1363366509802355,4.801497763761117
1032,516,36,28.98677940210546,28,8,1.302619325282706,12,2.048780487804878,"3,43",cone_3,8+12i,-11.53549238583607,4.021770631759766,5.079437284093359
1034,517,21,16.091846320257666,16,5,1.223531667726049,14,1.1358024691358024,"11,47",shell_other,5+14i,-4.661275453732114,16.990784683442172,5.088622713968542
1036,518,27,17.511212284777432,17,10,2.2675278205515172,16,1.2342857142857142,"7,37",shell_other,10+16i,-4.733846067841614,14.993789956344433,6.197484705986024
1038,519,40,28.579800971658145,28,12,2.1362106343850003,18,2.0116959064327484,"3,173",cone_3,12+18i,-11.453816434247402,-3.9624295794152893,5.921196238410278
1040,520,26,20.692808643864733,20,6,1.1666887926815106,20,1.4545454545454544,"5,13",ring_5,6+20i,4.187109857002956,-3.1400178362116837,4.662714258765161
1042,521,22,14.27323213384675,14,8,2.0452043157563033,22,1.001926782273603,521,shell_other,8+22i,-0.48632961135964,11.372882832643992,5.836826043783409
1044,522,39,29.58719077368206,29,10,1.7304832132871357,24,2.074074074074074,"3,29",cone_3,10+24i,-3.8602968880100055,-6.585329042214267,5.523589386500712
1046,523,19,14.312131091875054,14,5,1.239148358169799,26,1.0019193857965452,523,shell_other,5+26i,3.11024824238404,12.545719377782786,5.036165288250837
1048,524,19,14.415050198983671,14,5,1.2076094573866696,28,1.0077519379844961,131,shell_other,5+28i,4.2484499532295725,14.108468212724485,5.011011071861063
1050,525,57,45.83554771103318,45,12,1.6490590582725941,0,3.1999999999999997,"3,5,7",mobius_3x5,12,20.235399161685432,0.0,4.977227116575283
1052,526,18,14.397997814535913,14,4,0.9492769165848737,2,1.003831417624521,263,shell_other,4+2i,4.241660090775409,17.88850874574162,4.7555672474497985
1054,527,24,15.848242883228593,15,9,2.047673321826347,4,1.103448275862069,"17,31",shell_other,9+4i,3.1568786070903037,19.50606888883104,5.9198405784140995
1056,528,44,31.959751436717514,31,13,2.129775154084554,6,2.2222222222222223,"3,11",cone_3,13+6i,-3.726308531877185,6.997702800057419,5.938983386603501
1058,529,19,15.087073829520541,15,4,1.0073935035516892,8,1.0476190476190477,23,shell_other,4+8i,-0.488179881568951,20.644721312466224,4.8495205808199655
1060,530,27,19.604610314838318,19,8,1.670251829513495,10,1.3594771241830064,"5,53",ring_5,8+10i,4.182817677439912,3.1474521092900907,5.0672238212212815
1062,531,37,29.38685334313281,29,8,1.4043897567124948,12,2.0350877192982457,"3,59",cone_3,8+12i,-11.523290845850628,4.012905694053185,5.221580531003143
1064,532,24,18.37204028924743,18,6,1.3130228535879873,14,1.2705882352941176,"7,19",shell_other,6+14i,-4.729962441271474,17.00538455334501,5.305131822624961
1066,533,24,16.200114381168824,16,8,1.9378903209807896,16,1.1188811188811187,"13,41",shell_other,8+16i,-4.6133481859072045,15.019402571816933,5.836114704777509
1068,534,39,29.329732360068842,29,10,1.785601096915392,18,2.0229885057471266,"3,89",cone_3,10+18i,-11.499052065295537,-3.995295189152918,5.610729440672845
1070,535,25,19.541122761408086,19,6,1.2348908459783883,20,1.346031746031746,"5,107",ring_5,6+20i,4.180652197043216,-3.151202831359957,4.753932428222086
1072,536,21,14.76057564390262,14,7,1.62402562111299,22,1.0153846153846153,67,shell_other,7+22i,-0.4839745356989191,11.395289880797359,5.464242468885226
1074,537,40,29.277024544015603,29,11,1.981763582970328,24,2.0112994350282487,"3,179",cone_3,11+24i,-3.9084692896663427,-6.437069634690365,5.814785027785041
1076,538,20,14.630198364649196,14,6,1.4038901777599588,26,1.00374531835206,269,shell_other,6+26i,3.089212316246803,12.569082140611824,5.2419271440898285
1078,539,27,19.459912637760382,19,8,1.7092513621580563,28,1.3333333333333333,"7,11",shell_other,8+28i,4.4470520211122055,14.020044875141545,5.7607470287211715
1080,540,54,38.971340473113756,38,16,2.40739621595703,0,2.6666666666666665,"3,5",mobius_3x5,16,20.229062125880183,0.0,4.952484907651742
1082,541,20,14.660712156574489,14,6,1.3944591648880302,2,1.0018552875695732,541,shell_other,6+2i,4.210326000413557,17.874557909884476,5.239124885813318
1084,542,21,14.707336150287608,14,7,1.6408448686703154,4,1.003717472118959,271,shell_other,7+4i,3.0833755476405984,19.424435471127964,5.489306953882939
1086,543,39,29.508251195306205,29,10,1.747328257699897,6,2.011173184357542,"3,181",cone_3,10+6i,-3.9057434867565144,6.4454587934315235,5.596004473059819
1088,544,18,15.670873391315101,15,3,0.5883645475163994,8,1.0666666666666667,17,shell_other,3+8i,-0.486262300722618,20.626476749423777,4.482424935643631
1090,545,26,19.797606192533642,19,7,1.3939686181543778,10,1.3457943925233642,"5,109",ring_5,7+10i,4.176285674191381,3.1587658707917505,4.899332518831417
1092,546,48,38.56579368608649,38,10,1.5191625042806542,12,2.6181818181818177,"3,7,13",cone_3,10+12i,-12.898273620870032,5.01188915537961,5.375601355551931
1094,547,23,14.776314799329993,14,9,2.1393577263871255,14,1.001834862385321,547,shell_other,9+14i,-4.495319962849848,16.955509754909976,5.999554775142454
1096,548,18,14.877901545605967,14,4,0.8094233973945841,16,1.0074074074074073,137,shell_other,4+16i,-4.497375674049376,15.044053290185667,4.6757810752404225
1098,549,40,30.076780556732405,30,10,1.8094097322323959,18,2.0338983050847457,"3,61",cone_3,10+18i,-11.543076790269968,-4.027281024130583,5.673568684210297
1100,550,28,21.936278014929904,21,7,1.2946662011216235,20,1.4814814814814814,"5,11",ring_5,7+20i,4.1740858458947585,-3.1625760851694236,4.837722597801155
1102,551,24,16.279767564395623,16,8,1.9134022310444947,22,1.0980392156862744,"19,29",shell_other,8+22i,-0.48716858158529003,11.364900564150915,5.845908082146988
1104,552,44,31.104727544684962,31,13,2.312157007930056,24,2.0952380952380953,"3,23",cone_3,13+24i,-3.8267485988812595,-6.688580059366205,6.183993989012272
1106,553,25,18.069238647081782,18,7,1.630463263885126,26,1.2155844155844153,"7,79",shell_other,7+26i,3.1756949647161714,12.47303342890617,5.64405989592463
1108,554,25,14.937979938110605,14,11,2.60339006383655,28,1.0036363636363637,277,shell_other,11+28i,4.185874796053064,14.136328467687157,6.482672239470502
1110,555,54,40.876948879668596,40,14,2.0525586930845567,0,2.7428571428571424,"3,5,37",mobius_3x5,14,20.201067718545396,0.0,4.942478549357961
1112,556,16,15.031165327802517,15,1,0.24989257194774797,2,1.0072992700729928,139,shell_other,1+2i,4.184492577864501,17.86305612912594,4.136624907180352
1114,557,23,14.96834701120188,14,9,2.075955381023624,4,1.0018018018018018,557,shell_other,9+4i,3.060707437183607,19.3992599839669,5.961663349139817
1116,558,41,30.952964170922602,30,11,1.8058714352718077,6,2.0689655172413794,"3,31",cone_3,11+6i,-3.8472842432860124,6.6253778446564064,5.692940076636351
1118,559,22,16.740136871089724,16,6,1.285567666527036,8,1.1175166297117516,"13,43",shell_other,6+8i,-0.4868900827902809,20.632449696813346,5.251340928902765
1120,560,34,23.998277599334255,23,11,2.0416662990181242,10,1.5999999999999999,"5,7",ring_5,11+10i,4.169655919625228,3.1702489425420386,5.423359211269382
1122,561,47,35.59839730097354,35,12,1.9109559697108205,12,2.3703703703703702,"3,11,17",cone_3,12+12i,-12.3432814922447,4.608663771225083,5.805579132412447
1124,562,19,15.091113271817365,15,4,1.0062188436532902,14,1.003584229390681,281,shell_other,4+14i,-4.465030293143018,16.94907148686297,4.905679241391339
1126,563,23,15.083189665717686,15,8,2.0384668086083444,16,1.0017825311942958,563,shell_other,8+16i,-4.461595621468377,15.051658575138658,5.939262445928399
1128,564,39,30.820977884928514,30,9,1.4732558543384755,18,2.0444444444444443,"3,47",cone_3,9+18i,-11.585945092493043,-4.058426668799034,5.375393247405201
1130,565,26,20.307446684061166,20,6,1.263221317558391,20,1.3453453453453452,"5,113",ring_5,6+20i,4.167426902781948,-3.174109712965522,4.852049245225313
1132,566,22,15.167494710978723,15,7,1.7543775065123068,22,1.00355871886121,283,shell_other,7+22i,-0.47625282882416453,11.46875701421245,5.663819607068672
1134,567,49,36.318751672610745,36,13,2.1042461958111045,24,2.4,"3,7",cone_3,13+24i,-3.547416096586677,-7.548277103076211,6.013857955764385
1136,568,23,15.371502339884625,15,8,1.945722314358379,26,1.0144927536231885,71,shell_other,8+26i,3.051383493702581,12.611095304350691,5.867266247753915
1138,569,20,15.197754654072206,15,5,1.2318409287903012,28,1.001763668430335,569,shell_other,5+28i,4.155203783587068,14.149984082244474,5.147564329722147
1140,570,58,42.889634818006705,42,16,2.307271948992193,0,2.8235294117647056,"3,5,19",mobius_3x5,16,20.17438505819872,0.0,4.932283870046264
1142,571,18,15.235881947298578,15,3,0.7081459699135539,2,1.0017574692442883,571,shell_other,3+2i,4.151306126161838,17.848280568864308,4.628810340307865
1144,572,24,18.45844612945479,18,6,1.2898345034118353,4,1.2121212121212122,"11,13",shell_other,6+4i,3.1457446714702777,19.49370340059214,5.350472010588954
1146,573,38,30.655899230970206,30,8,1.3264216360839636,6,2.0105820105820107,"3,191",cone_3,8+6i,-3.892538347633972,6.486100032715081,5.250864215651758
1148,574,26,18.78932525082694,18,8,1.663490458594123,8,1.2307692307692306,"7,41",shell_other,8+8i,-0.49242715156674494,20.685131387160723,5.741424321782921
1150,575,27,21.350992713785306,21,6,1.2225400594580567,10,1.3968253968253967,"5,23",ring_5,6+10i,4.162943313960055,3.1818755166052943,4.8462567401167504
1152,576,36,30.60881053220672,30,6,0.9744540576839379,12,2.0,3,cone_3,6+12i,-11.496097333238657,3.9931484506547377,4.906253911692445
1154,577,19,15.350082679775353,15,4,0.9315961116540213,14,1.0017391304347827,577,shell_other,4+14i,-4.432382183267411,16.942131916882786,4.8669802380686775
1156,578,22,16.36528394096831,16,6,1.392868971469586,16,1.0666666666666667,17,shell_other,6+16i,-4.478235573335303,15.04812164418347,5.373293344559306
1158,579,42,30.883786404533016,30,12,2.0002837783099072,18,2.0104712041884816,"3,193",cone_3,12+18i,-11.524109161377119,-4.0135002350845035,5.939402686979293
1160,580,29,21.26682574320247,21,8,1.676897279917278,20,1.382716049382716,"5,29",ring_5,8+20i,4.160689706153101,-3.1857788798272666,5.199223128665001
1162,581,25,18.707504604831588,18,7,1.4548391383400245,22,1.2148148148148148,"7,83",shell_other,7+22i,-0.48955955045749344,11.34215201490207,5.5400205023331495
1164,582,43,31.161520948923517,31,12,2.1207358919664587,24,2.0210526315789474,"3,97",cone_3,12+24i,-3.8791727546993644,-6.527235098054513,6.067136030556027
1166,583,24,17.489043427967164,17,7,1.5569037709244005,26,1.1328976034858387,"11,53",shell_other,7+26i,3.089677328873082,12.568565691769525,5.59318740894947
1168,584,22,15.674115975715926,15,7,1.5978267866129472,28,1.0140845070422535,73,shell_other,7+28i,4.134596488785089,14.159159041016926,5.558335452996845
1170,585,58,45.01931158141313,45,13,1.9346317044668162,0,2.9090909090909087,"3,5,13",mobius_3x5,13,20.14896182068,0.0,4.921918239022631
1172,586,18,15.547594613289439,15,3,0.6219574255240384,2,1.0034364261168385,293,shell_other,3+2i,4.1234190500712256,17.835864442639384,4.58027348266104
1174,587,22,15.539821614445684,15,7,1.6387831724122761,4,1.0017094017094017,587,shell_other,7+4i,3.0179377606850615,19.351759445992418,5.5983634571645435
1176,588,49,37.2773988874585,37,12,1.9199998154673228,6,2.4,"3,7",cone_3,12+6i,-3.5363325099320644,7.582388875255961,5.880850489490362
1178,589,19,17.03375628622096,17,2,0.4764113862208432,8,1.0953346855983774,"19,31",shell_other,2+8i,-0.47835541419467187,20.551247749298714,4.502628587474733
1180,590,26,21.124373852914815,21,5,1.060812124830503,10,1.3567251461988303,"5,59",ring_5,5+10i,4.15616114155334,3.1936225837994168,4.761243863426991
1182,591,40,31.337977386322763,31,9,1.547333156539567,12,2.01025641025641,"3,197",cone_3,9+12i,-11.53731490083362,4.023094766413413,5.51535389618366
1184,592,20,16.053903870904346,16,4,0.9848664236999549,14,1.0285714285714285,37,shell_other,4+14i,-4.42108479559447,16.939730583003172,4.974175778828945
1186,593,20,15.653313477309343,15,5,1.0986394237645298,16,1.0016920473773265,593,shell_other,5+16i,-4.399318055496975,15.064896080430717,5.072540370911643
1188,594,43,34.76838846115708,34,9,1.3960230421722397,18,2.2222222222222223,"3,11",cone_3,9+18i,-12.039617604528601,-4.38803904257989,5.371177543152145
1190,595,33,26.734370691618754,26,7,1.2117965577066205,20,1.7066666666666666,"5,7,17",ring_5,7+20i,4.153887045837392,-3.197561433120708,4.886371835468434
1192,596,23,15.790249519346386,15,8,1.8143695065314405,22,1.0068027210884354,149,shell_other,8+22i,-0.469869267453264,11.529492543611092,5.798772207558226
1194,597,45,31.564295181735098,31,14,2.391456060593675,24,2.010152284263959,"3,199",cone_3,14+24i,-3.8824490564982885,-6.517151677945147,6.37370838441273
1196,598,24,17.96721569670017,17,7,1.423237594497438,26,1.1428571428571428,"13,23",shell_other,7+26i,3.073088968916518,12.586988931937777,5.502719610141016
1198,599,24,15.766546001158966,15,9,2.0735465155240846,28,1.001675041876047,599,shell_other,9+28i,4.09726322959675,14.175780878923632,6.061623988940521
1200,600,54,42.024107214744724,42,12,1.8473902678718355,0,2.6666666666666665,"3,5",mobius_3x5,12,20.13897728089938,0.0,4.903130189716647
1202,601,19,15.804233136603946,15,4,0.8038747277317908,2,1.001669449081803,601,shell_other,4+2i,4.09343932690291,17.822516609907243,4.796646178693983
1204,602,28,19.418429375925783,19,9,1.9474204714104042,4,1.2292682926829268,"7,43",shell_other,9+4i,3.1105096003762154,19.454570889674176,6.094039992949369
1206,603,43,32.11778617459212,32,11,1.9201911065884054,6,2.0307692307692307,"3,67",cone_3,11+6i,-3.8613211877266496,6.582176571839214,5.916532696356709
1208,604,20,15.940678984500929,15,5,1.0167167750844748,8,1.0067114093959733,151,shell_other,5+8i,-0.4681122620928845,20.453790667042274,5.019865730596022
1210,605,32,23.486269623650156,23,9,1.7567617667735336,10,1.4814814814814814,"5,11",ring_5,9+10i,4.149321263139695,3.205469600729441,5.31857820008396
1212,606,42,32.06474576735926,32,10,1.7545473147297739,12,2.0202020202020203,"3,101",cone_3,10+12i,-11.577541317410454,4.052320968805744,5.7578810521184405
1214,607,22,15.91712516635806,15,7,1.5246724904800573,14,1.0016528925619834,607,shell_other,7+14i,-4.370657455461098,16.929011920970257,5.5314327404220345
1216,608,21,16.845524890358362,16,5,1.012217607306984,16,1.0588235294117647,19,shell_other,5+16i,-4.410236313241352,15.062575333105144,5.059487454477793
1218,609,49,39.64416340185908,39,10,1.4859116899617224,18,2.4888888888888885,"3,7,29",cone_3,10+18i,-12.687925075066008,-4.859061991148899,5.496203045706015
1220,610,27,21.62338662791133,21,6,1.1562372347954444,20,1.3559322033898304,"5,61",ring_5,6+20i,4.147030346137857,-3.2094375853725436,4.879780873587951
1222,611,25,17.804542318833732,17,8,1.7052694675334408,22,1.115151515151515,"13,47",shell_other,8+22i,-0.4750114709587511,11.480567745362109,5.797234063110501
1224,612,45,34.10091733505754,34,11,1.8664094107192781,24,2.1333333333333333,"3,17",cone_3,11+24i,-3.764900584973202,-6.878928673578021,5.883624194910466
1226,613,22,16.029765692759455,16,6,1.4911721659229593,26,1.0016366612111294,613,shell_other,6+26i,2.981525090232369,12.688680921510695,5.511783650503517
1228,614,22,16.07486684936338,16,6,1.4778298083789934,28,1.0032786885245901,307,shell_other,6+28i,4.069812130504956,14.188002895682546,5.501839093710402
1230,615,55,43.87306402594171,43,12,1.679873604265877,0,2.7350427350427347,"3,5,41",mobius_3x5,12,20.114992157641634,0.0,4.893176308152917
1232,616,28,21.41311542554265,21,7,1.4234431411491804,2,1.3333333333333333,"7,11",shell_other,7+2i,4.289571605424051,17.909840326419776,5.673525079257155
1234,617,25,16.104721251541502,16,9,2.216577680511836,4,1.0016260162601627,617,shell_other,9+4i,2.9759740156993004,19.305153985642132,6.246348223374959
1236,618,42,32.513380658562276,32,10,1.6637206617928888,6,2.01980198019802,"3,103",cone_3,10+6i,-3.8649001792220847,6.5711615686340235,5.69468106578079
1238,619,18,16.142157946860316,16,2,0.46241082559570995,8,1.0016207455429498,619,shell_other,2+8i,-0.4644599733218955,20.419041460583017,4.496738660088297
1240,620,34,22.254838691995282,22,12,2.489698515579448,10,1.3793103448275863,"5,31",ring_5,12+10i,4.142434282096639,3.2173982018067795,5.902786523562595
1242,621,44,33.84536850390659,33,11,1.7454786630323607,12,2.0952380952380953,"3,23",cone_3,11+12i,-11.771689748933765,4.193378061052965,5.783261912575536
1244,622,23,16.224514948804654,16,7,1.6821105337413353,14,1.0032362459546926,311,shell_other,7+14i,-4.34139191848055,16.922791339054246,5.724339841866052
1246,623,26,19.652375428034265,19,7,1.4318703844607097,16,1.2137931034482758,"7,89",shell_other,7+16i,-4.491572255323689,15.045286844915932,5.61822036973156
1248,624,45,35.366335383999086,35,10,1.6199309099455763,18,2.1818181818181817,"3,13",cone_3,10+18i,-11.98025454150059,-4.344909252697378,5.664504123733037
1250,625,28,21.63767536154646,21,7,1.3677619723842216,20,1.3333333333333333,5,ring_5,7+20i,4.140129824355971,-3.221389639697506,5.072650762178655
1252,626,23,16.29917685954755,16,7,1.659760097046478,22,1.0032154340836013,313,shell_other,7+22i,-0.4630735440394059,11.594149532900632,5.7110117681218036
1254,627,51,38.27202013951599,38,13,2.0574002401911504,24,2.3529411764705883,"3,11,19",cone_3,13+24i,-3.559392434389073,-7.511417725386127,6.1087308523219885
1256,628,20,16.38933432439566,16,4,0.8918804004764531,26,1.0064516129032257,157,shell_other,4+26i,2.9631705257540104,12.7090657305246,4.949814979476325
1258,629,21,17.886647271773402,17,4,0.73614582887057,28,1.097142857142857,"17,37",shell_other,4+28i,4.104710001959749,14.172465362254663,4.857629053155341
1260,630,68,52.22907596851258,52,16,2.1822322442653315,0,3.1999999999999997,"3,5,7",mobius_3x5,16,20.07973394715829,0.0,4.889976934792585
1262,631,22,16.366210201145435,16,6,1.3926005959463725,2,1.0015898251192368,631,shell_other,6+2i,4.0366290650243775,17.797223051699028,5.4539668097735365
1264,632,26,16.571324147558247,16,10,2.3161788904931573,4,1.0129870129870129,79,shell_other,10+4i,2.9608866019027933,19.288397715063326,6.38749364332047
1266,633,42,32.911730137531585,32,10,1.5841848569946158,6,2.0095693779904304,"3,211",cone_3,10+6i,-3.8680315101991374,6.561524322836502,5.648933807252414
1268,634,21,16.44818090695515,16,5,1.1223441731681518,8,1.0031746031746032,317,shell_other,5+8i,-0.46135231610593563,20.389474077231583,5.191468978569947
1270,635,27,22.061422619352534,22,5,1.0514414790786313,10,1.3439999999999999,"5,127",ring_5,5+10i,4.135509688698425,3.229391949394241,4.8577745896051825
1272,636,40,33.51116882191109,33,7,1.1209124355108548,12,2.0392156862745097,"3,53",cone_3,7+12i,-11.655178725189103,4.108727847321025,5.1923229341304475
1274,637,26,21.537121350791693,21,5,0.961659332246575,14,1.3090909090909089,"7,13",shell_other,5+14i,-4.5308879659289785,16.963069967349945,5.245136725365639
1276,638,25,18.978431319073472,18,7,1.3822273686899305,16,1.1522633744855968,"11,29",shell_other,7+16i,-4.416211089552761,15.061305355195644,5.561494841030478
1278,639,42,33.45626685597621,33,9,1.4770967253201057,18,2.028985507246377,"3,71",cone_3,9+18i,-11.634041191905027,-4.093370530453013,5.555137423722634
1280,640,27,22.01032860071308,22,5,1.0635518868487857,20,1.3333333333333333,5,ring_5,5+20i,4.133194628468006,-3.2334017513359035,4.877907764658561
1282,641,26,16.55218906108748,16,10,2.3222206083869645,22,1.001564945226917,641,shell_other,10+22i,-0.4597320726572632,11.625941509443692,6.405728969384785
1284,642,46,33.40494004822867,33,13,2.1791889633508084,24,2.019047619047619,"3,107",cone_3,13+24i,-3.8558137837667372,-6.599126618339216,6.263828806622536
1286,643,22,16.589306364531797,16,6,1.3284304755237544,26,1.001560062402496,643,shell_other,6+26i,2.9402054914486184,12.734570985027649,5.416325801832483
1288,644,29,20.845976288172483,20,9,1.7859152688437598,28,1.2571428571428571,"7,23",shell_other,9+28i,4.183187641261425,14.13752486608226,6.050181239468675
1290,645,60,45.34792687447474,45,15,2.1758069449797603,0,2.7317073170731705,"3,5,43",mobius_3x5,15,20.07693307316233,0.0,4.8692299482229595
1292,646,23,18.769838320043334,18,5,0.976397594733248,2,1.1294117647058823,"17,19",shell_other,5+2i,4.093992921828775,17.82276308624828,5.1580773133082385
1294,647,26,16.663463357533544,16,10,2.2871948822139685,4,1.0015503875968992,647,shell_other,10+4i,2.9347493360242867,19.259369340475235,6.383823360846064
1296,648,49,33.31240583416659,33,16,2.7180243701261144,6,2.0,3,cone_3,16+6i,-3.8707641642010895,6.553114078601897,6.815770492595577
1298,649,20,18.85252223766262,18,2,0.2642771088009035,8,1.1306042884990255,"11,59",shell_other,2+8i,-0.46787692932185165,20.451551625290644,4.453440300721603
1300,650,33,24.28109441688727,24,9,1.769407426984205,10,1.4545454545454544,"5,13",ring_5,9+10i,4.128555985645203,3.2414361163831695,5.429143498466605
1302,651,53,41.49128492132812,41,12,1.7866866653468172,12,2.4827586206896552,"3,7,31",cone_3,12+12i,-12.72849196814031,4.888535564196428,5.890940489242073
1304,652,24,16.834191026564817,16,8,1.7465020551413997,14,1.0062111801242235,163,shell_other,8+14i,-4.283458640358387,16.910477240650327,5.857169398876
1306,653,24,16.77450638321764,16,8,1.7641789958095615,16,1.001536098310292,653,shell_other,8+16i,-4.278140435797179,15.090653178625463,5.873806510484665
1308,654,46,33.847956176207305,33,13,2.0887338358854066,18,2.0186915887850465,"3,109",cone_3,13+18i,-11.625133655213924,-4.086898826227159,6.199465440634473
1310,655,30,22.554515209196445,22,8,1.5677479171083026,20,1.3436692506459949,"5,131",ring_5,8+20i,4.126232957045443,-3.245459719945384,5.288695201293627
1312,656,23,17.235125615302316,17,6,1.388617461318011,22,1.0256410256410255,41,shell_other,6+22i,-0.45837617726879504,11.638841992331379,5.521236713335856
1314,657,46,34.11932838792283,34,12,2.0339522593472106,24,2.028169014084507,"3,73",cone_3,12+24i,-3.8415748376302004,-6.64294958845036,6.1511319982520565
1316,658,27,20.658532572803328,20,7,1.39521144910164,26,1.2266666666666666,"7,47",shell_other,7+26i,3.0293408254592404,12.635576167561972,5.670152877554984
1318,659,26,16.885320925588616,16,10,2.2181286032954497,28,1.0015220700152208,659,shell_other,10+28i,3.984482480044426,14.225994103774925,6.340636287127886
1320,660,66,50.00923662362633,50,16,2.261226592611926,0,2.962962962962963,"3,5,11",mobius_3x5,16,20.04918799569866,0.0,4.862682800483039
1322,661,21,16.92220880557027,16,5,0.9912802624104169,2,1.0015174506828528,661,shell_other,5+2i,3.980788303691975,17.772361142944376,5.118055295171577
1324,662,26,16.966427978627273,16,10,2.1931296300805423,4,1.0030395136778116,331,shell_other,10+4i,2.91513527565403,19.237585719561416,6.32308222495456
