time_index,N_start,N_end,rho30,state_label,cell_total,state_count,state_share,mean_z
82,19684,20883,28,+0.0,40,17,0.425,0.3502255774180652
83,19924,21123,0,+0.0,40,14,0.35,-0.032711721601247246
83,19924,21123,2,+0.0,40,19,0.475,-0.35900649916917937
83,19924,21123,4,+0.0,40,13,0.325,0.5140523582653074
83,19924,21123,6,+0.0,40,17,0.425,0.13429547162372524
83,19924,21123,8,+0.0,40,17,0.425,-0.42609731286805463
83,19924,21123,10,+0.0,40,13,0.325,0.2848908106436437
83,19924,21123,12,+0.0,40,19,0.475,-0.0014938286202610175
83,19924,21123,14,+0.0,40,16,0.4,0.04632620887196062
83,19924,21123,16,+0.0,40,20,0.5,0.0004698357260624508
83,19924,21123,18,+0.0,40,17,0.425,-0.07767284833360957
83,19924,21123,20,+0.0,40,20,0.5,-0.14860821357070345
83,19924,21123,22,+0.0,40,17,0.425,0.36243565267448463
83,19924,21123,24,+0.0,40,21,0.525,0.41845155816395607
83,19924,21123,26,+0.0,40,17,0.425,0.4869698041345898
83,19924,21123,28,+0.0,40,18,0.45,0.40105289013022566
84,20164,21363,0,+0.0,40,15,0.375,0.0722058979535826
84,20164,21363,2,+0.0,40,18,0.45,-0.29736663028297033
84,20164,21363,4,+1.0,40,13,0.325,0.4870304493464165
84,20164,21363,6,+0.0,40,19,0.475,0.133559119389096
84,20164,21363,8,+0.0,40,15,0.375,-0.557546456013527
84,20164,21363,10,+0.0,40,14,0.35,0.2572378943452123
84,20164,21363,12,+0.0,40,19,0.475,-0.027156531762376524
84,20164,21363,14,+0.0,40,15,0.375,0.04937695998569788
84,20164,21363,16,+0.0,40,20,0.5,0.11493218110792947
84,20164,21363,18,+0.0,40,19,0.475,-0.14617386798466317
84,20164,21363,20,+0.0,40,19,0.475,-0.18230161296595707
84,20164,21363,22,+0.0,40,18,0.45,0.20892060509409477
84,20164,21363,24,+0.0,40,22,0.55,0.4071004329928753
84,20164,21363,26,+0.0,40,17,0.425,0.4817055710456327
84,20164,21363,28,+1.0,40,18,0.45,0.45653714150056046
85,20404,21603,0,+0.0,40,20,0.5,-0.00016120282364082695
85,20404,21603,2,+0.0,40,17,0.425,-0.1831876127363578
85,20404,21603,4,+1.0,40,13,0.325,0.3899006163020543
85,20404,21603,6,+0.0,40,21,0.525,0.2291695046009592
85,20404,21603,8,+0.0,40,19,0.475,-0.4565205503386237
85,20404,21603,10,+0.0,40,16,0.4,0.13825379545436034
85,20404,21603,12,+0.0,40,20,0.5,-0.025310191037447815
85,20404,21603,14,+0.0,40,16,0.4,-0.13995153563458654
85,20404,21603,16,+0.0,40,19,0.475,0.21692325891958664
85,20404,21603,18,+0.0,40,21,0.525,-0.18703332629161395
85,20404,21603,20,+0.0,40,21,0.525,-0.10515562419551676
85,20404,21603,22,+0.0,40,19,0.475,0.35293879518766713
85,20404,21603,24,+0.0,40,23,0.575,0.32069353931043904
85,20404,21603,26,+0.0,40,18,0.45,0.4324652858947219
85,20404,21603,28,+0.0,40,17,0.425,0.5157461776407153
86,20644,21843,0,+0.0,40,21,0.525,-0.029297112846874113
86,20644,21843,2,+0.0,40,15,0.375,0.060897867112360435
86,20644,21843,4,+1.0,40,16,0.4,0.3872321560283188
86,20644,21843,6,+0.0,40,20,0.5,0.26941331527386014
86,20644,21843,8,+0.0,40,18,0.45,-0.5499606130301183
86,20644,21843,10,+0.0,40,17,0.425,0.24190490781791038
86,20644,21843,12,+0.0,40,21,0.525,-0.04040073560305651
86,20644,21843,14,+0.0,40,17,0.425,-0.08372569000102843
86,20644,21843,16,+0.0,40,17,0.425,0.1937118725785228
86,20644,21843,18,+0.0,40,23,0.575,-0.14250529458768807
86,20644,21843,20,+0.0,40,20,0.5,-0.15148161783813568
86,20644,21843,22,+0.0,40,17,0.425,0.3304321947525685
86,20644,21843,24,+0.0,40,23,0.575,0.26556336051183743
86,20644,21843,26,+0.0,40,21,0.525,0.5262933572609734
86,20644,21843,28,+1.0,40,17,0.425,0.5896262023349987
87,20884,22083,0,+0.0,40,21,0.525,0.1393601208093575
87,20884,22083,2,+0.0,40,14,0.35,-0.08214832906221689
87,20884,22083,4,+1.0,40,19,0.475,0.5674634088152938
87,20884,22083,6,+0.0,40,23,0.575,0.16323360294801317
87,20884,22083,8,+0.0,40,20,0.5,-0.4935858973799877
87,20884,22083,10,+0.0,40,17,0.425,0.4030546163724008
87,20884,22083,12,+0.0,40,24,0.6,-0.010470087981393383
87,20884,22083,14,+0.0,40,20,0.5,-0.013037579299503022
87,20884,22083,16,+0.0,40,16,0.4,0.13192250918314266
87,20884,22083,18,+0.0,40,21,0.525,-0.0115083130428135
87,20884,22083,20,+0.0,40,19,0.475,-0.1311694887561701
87,20884,22083,22,+0.0,40,16,0.4,0.30948562707784666
87,20884,22083,24,+0.0,40,20,0.5,0.3983049417149675
87,20884,22083,26,+0.0,40,21,0.525,0.48213412614242157
87,20884,22083,28,+0.0,40,18,0.45,0.5528190365433965
88,21124,22323,0,+0.0,40,21,0.525,0.3207747998795865
88,21124,22323,2,-1.0,40,11,0.275,-0.0001662642975389206
88,21124,22323,4,+1.0,40,19,0.475,0.6464496508005974
88,21124,22323,6,+0.0,40,21,0.525,0.4214633179819903
88,21124,22323,8,+0.0,40,18,0.45,-0.41651550215102373
88,21124,22323,10,+0.0,40,17,0.425,0.3342219122784061
88,21124,22323,12,+0.0,40,25,0.625,0.010549937522016838
88,21124,22323,14,+0.0,40,19,0.475,0.1395839923819949
88,21124,22323,16,+0.0,40,14,0.35,0.15393931888480894
88,21124,22323,18,+0.0,40,20,0.5,-0.006303775526536204
88,21124,22323,20,-1.0,40,14,0.35,-0.12013200349076772
88,21124,22323,22,+0.0,40,16,0.4,0.3773333247319502
88,21124,22323,24,+0.0,40,23,0.575,0.4060234118421997
88,21124,22323,26,+0.0,40,19,0.475,0.5036013555039103
88,21124,22323,28,+1.0,40,16,0.4,0.509261017792359
89,21364,22563,0,+0.0,40,21,0.525,0.2674380654924069
89,21364,22563,2,+0.0,40,15,0.375,-0.06749392472990877
89,21364,22563,4,+1.0,40,20,0.5,0.8125061590223719
89,21364,22563,6,+0.0,40,19,0.475,0.4099883806708429
89,21364,22563,8,+0.0,40,17,0.425,-0.35256513573313086
89,21364,22563,10,+0.0,40,18,0.45,0.4786496016862932
89,21364,22563,12,+0.0,40,22,0.55,0.0632085928663775
89,21364,22563,14,+0.0,40,19,0.475,-0.04049134921670897
89,21364,22563,16,+0.0,40,14,0.35,0.2437578159557754
89,21364,22563,18,+0.0,40,18,0.45,0.030107212621009516
89,21364,22563,20,+0.0,40,16,0.4,-0.050186509853961246
89,21364,22563,22,+0.0,40,15,0.375,0.4659600621349596
89,21364,22563,24,+0.0,40,20,0.5,0.4577052185662705
89,21364,22563,26,+0.0,40,19,0.475,0.510311158052309
89,21364,22563,28,+0.0,40,16,0.4,0.45115733965124355
90,21604,22803,0,+0.0,40,19,0.475,0.30232267022192383
90,21604,22803,2,+0.0,40,15,0.375,-0.07747847739641246
90,21604,22803,4,+1.0,40,18,0.45,0.9765808875007194
90,21604,22803,6,+0.0,40,18,0.45,0.3161461559220598
90,21604,22803,8,-1.0,40,16,0.4,-0.3896682281355036
90,21604,22803,10,+0.0,40,19,0.475,0.53182312226922
90,21604,22803,12,+0.0,40,22,0.55,0.13352399853546487
90,21604,22803,14,+0.0,40,17,0.425,0.09808204774400382
90,21604,22803,16,+0.0,40,13,0.325,0.24007651516819176
90,21604,22803,18,+0.0,40,15,0.375,0.1596258118279945
90,21604,22803,20,+0.0,40,14,0.35,-0.05434098930624433
90,21604,22803,22,+0.0,40,14,0.35,0.4629536551673226
90,21604,22803,24,+0.0,40,21,0.525,0.46464607427125043
90,21604,22803,26,+0.0,40,17,0.425,0.4234710783465544
90,21604,22803,28,+0.0,40,15,0.375,0.4119981523474051
91,21844,23043,0,+0.0,40,18,0.45,0.290572954770815
91,21844,23043,2,+0.0,40,16,0.4,-0.33834851960702383
91,21844,23043,4,+1.0,40,17,0.425,1.0243934059068347
91,21844,23043,6,+0.0,40,17,0.425,0.35507526859868593
91,21844,23043,8,-1.0,40,17,0.425,-0.3921377398558514
91,21844,23043,10,+1.0,40,17,0.425,0.6651105616223855
91,21844,23043,12,+0.0,40,23,0.575,0.11838123498774278
91,21844,23043,14,+0.0,40,15,0.375,0.07699007584361142
91,21844,23043,16,+0.0,40,14,0.35,0.2779815220513406
91,21844,23043,18,+0.0,40,17,0.425,0.1639660181389119
91,21844,23043,20,+0.0,40,14,0.35,-0.18978078882025748
91,21844,23043,22,+0.0,40,17,0.425,0.5022050473691873
91,21844,23043,24,+0.0,40,18,0.45,0.5813292590126407
91,21844,23043,26,+0.0,40,15,0.375,0.1861626259095683
91,21844,23043,28,+0.0,40,15,0.375,0.42819244376524884
92,22084,23283,0,+1.0,40,19,0.475,0.33012526585518465
92,22084,23283,2,+0.0,40,16,0.4,-0.09935945739934446
92,22084,23283,4,+1.0,40,16,0.4,1.1067975995400272
92,22084,23283,6,+0.0,40,17,0.425,0.39716912455549636
92,22084,23283,8,-1.0,40,17,0.425,-0.4167476552325162
92,22084,23283,10,+1.0,40,17,0.425,0.7218632602772704
92,22084,23283,12,+0.0,40,21,0.525,0.17993166222122273
92,22084,23283,14,+0.0,40,14,0.35,-0.04004571622941895
92,22084,23283,16,+1.0,40,14,0.35,0.4457131038119215
92,22084,23283,18,+0.0,40,16,0.4,0.11181976180015521
92,22084,23283,20,+0.0,40,15,0.375,-0.23125604354089607
92,22084,23283,22,+0.0,40,16,0.4,0.5402621264901379
92,22084,23283,24,+1.0,40,17,0.425,0.5643832251833544
92,22084,23283,26,+0.0,40,15,0.375,0.0825100306464225
92,22084,23283,28,+1.0,40,18,0.45,0.6242322835574241
93,22324,23523,0,+0.0,40,18,0.45,0.22003976494038446
93,22324,23523,2,+0.0,40,17,0.425,-0.25354174360785164
93,22324,23523,4,+1.0,40,15,0.375,1.1274842159689658
93,22324,23523,6,+0.0,40,21,0.525,0.23252282648253444
93,22324,23523,8,-1.0,40,16,0.4,-0.5978808092933996
93,22324,23523,10,+0.0,40,16,0.4,0.7956333890563027
93,22324,23523,12,+0.0,40,21,0.525,0.20741529060145983
93,22324,23523,14,+0.0,40,13,0.325,-0.1696497549389774
93,22324,23523,16,+1.0,40,14,0.35,0.5065256591006174
93,22324,23523,18,+0.0,40,16,0.4,0.1290159285622547
93,22324,23523,20,+0.0,40,16,0.4,-0.3115731325354794
93,22324,23523,22,+0.0,40,16,0.4,0.512292293043247
93,22324,23523,24,+1.0,40,21,0.525,0.5672994892313155
93,22324,23523,26,-1.0,40,15,0.375,-0.11758312671187658
93,22324,23523,28,+1.0,40,18,0.45,0.8997959444078152
94,22564,23763,0,+0.0,40,18,0.45,0.26836149453693336
94,22564,23763,2,+0.0,40,15,0.375,-0.18425535652283953
94,22564,23763,4,+1.0,40,16,0.4,1.1513832178018235
94,22564,23763,6,+0.0,40,22,0.55,0.20315238009929554
94,22564,23763,8,-1.0,40,15,0.375,-0.7548888457094033
94,22564,23763,10,+1.0,40,20,0.5,0.9507177220434823
94,22564,23763,12,+0.0,40,21,0.525,0.21925760974919678
94,22564,23763,14,+0.0,40,14,0.35,-0.08778383313319467
94,22564,23763,16,+1.0,40,16,0.4,0.4344648331565564
94,22564,23763,18,+0.0,40,17,0.425,0.19309650441515652
94,22564,23763,20,-1.0,40,16,0.4,-0.3814201035349349
94,22564,23763,22,+0.0,40,17,0.425,0.4775511529617524
94,22564,23763,24,+1.0,40,19,0.475,0.5615908796121959
94,22564,23763,26,-1.0,40,17,0.425,-0.19248665409709803
94,22564,23763,28,+1.0,40,20,0.5,1.0865708164283112
95,22804,24003,0,+0.0,40,17,0.425,0.2981264530734794
95,22804,24003,2,+0.0,40,17,0.425,-0.2506561855435432
95,22804,24003,4,+1.0,40,20,0.5,1.1837167894463667
95,22804,24003,6,+0.0,40,22,0.55,0.24177385160960596
95,22804,24003,8,-1.0,40,14,0.35,-0.7791161113617895
95,22804,24003,10,+1.0,40,23,0.575,1.0665263177014623
95,22804,24003,12,+0.0,40,19,0.475,0.1456648968603927
95,22804,24003,14,+0.0,40,15,0.375,-0.15255667053298388
95,22804,24003,16,+1.0,40,17,0.425,0.5112278269107284
95,22804,24003,18,+0.0,40,17,0.425,0.26050667592257126
95,22804,24003,20,-1.0,40,17,0.425,-0.35977527380569657
95,22804,24003,22,+0.0,40,18,0.45,0.4275232820147717
95,22804,24003,24,+1.0,40,19,0.475,0.5789038934443165
95,22804,24003,26,-1.0,40,16,0.4,-0.2582118269120551
95,22804,24003,28,+1.0,40,19,0.475,1.34346767596275
96,23044,24243,0,+1.0,40,15,0.375,0.34599217985173014
96,23044,24243,2,+0.0,40,18,0.45,0.05993207894144399
96,23044,24243,4,+1.0,40,21,0.525,1.2375946588107885
96,23044,24243,6,+0.0,40,21,0.525,0.38066608229701926
96,23044,24243,8,+0.0,40,14,0.35,-0.7661148542316567
96,23044,24243,10,+1.0,40,22,0.55,1.005926766354845
96,23044,24243,12,+0.0,40,17,0.425,0.14654938380282873
96,23044,24243,14,+0.0,40,15,0.375,-0.07203108998510874
96,23044,24243,16,+1.0,40,20,0.5,0.623905832628135
96,23044,24243,18,+1.0,40,16,0.4,0.353634624285189
96,23044,24243,20,+0.0,40,17,0.425,-0.1484324609608501
96,23044,24243,22,+0.0,40,15,0.375,0.5010924178057239
96,23044,24243,24,+1.0,40,17,0.425,0.6427356200813498
96,23044,24243,26,-1.0,40,14,0.35,-0.14158019315332454
96,23044,24243,28,+1.0,40,20,0.5,1.3214299746673306
97,23284,24483,0,+0.0,40,14,0.35,0.3018086399767729
97,23284,24483,2,+0.0,40,20,0.5,-0.009851802624971673
97,23284,24483,4,+1.0,40,21,0.525,1.1168179844552388
97,23284,24483,6,+0.0,40,22,0.55,0.3293325663283967
97,23284,24483,8,+0.0,40,15,0.375,-0.8497385699868568
97,23284,24483,10,+1.0,40,21,0.525,1.0220511302312087
97,23284,24483,12,+0.0,40,16,0.4,0.20364686936956722
97,23284,24483,14,+0.0,40,16,0.4,0.07864403982030674
97,23284,24483,16,+1.0,40,19,0.475,0.5996757958395469
97,23284,24483,18,+1.0,40,16,0.4,0.41256034596051877
97,23284,24483,20,+0.0,40,16,0.4,-0.19372037930113178
97,23284,24483,22,+0.0,40,18,0.45,0.4133998617602666
97,23284,24483,24,+0.0,40,14,0.35,0.5305263355707743
97,23284,24483,26,+0.0,40,14,0.35,-0.022739690633384612
97,23284,24483,28,+1.0,40,20,0.5,1.3902812655028551
98,23524,24723,0,+0.0,40,14,0.35,0.42338229368519514
98,23524,24723,2,+0.0,40,20,0.5,0.02117628662408012
98,23524,24723,4,+1.0,40,22,0.55,0.9558421758482047
98,23524,24723,6,+0.0,40,17,0.425,0.42067696107165886
98,23524,24723,8,+0.0,40,15,0.375,-0.7491734287633881
98,23524,24723,10,+1.0,40,23,0.575,0.9901513727300181
98,23524,24723,12,-1.0,40,13,0.325,0.15054659524594977
98,23524,24723,14,+0.0,40,16,0.4,0.09778101624839033
98,23524,24723,16,+1.0,40,23,0.575,0.6820019011586471
98,23524,24723,18,+1.0,40,19,0.475,0.46159846315157943
98,23524,24723,20,+0.0,40,19,0.475,-0.15018747661812865
98,23524,24723,22,+0.0,40,16,0.4,0.30607792010115986
98,23524,24723,24,+0.0,40,19,0.475,0.5333103724636503
98,23524,24723,26,+0.0,40,14,0.35,0.008905745837538804
98,23524,24723,28,+1.0,40,21,0.525,1.2654476778750698
99,23764,24963,0,+0.0,40,15,0.375,0.3459150431524119
99,23764,24963,2,+0.0,40,20,0.5,-0.05657750053792547
99,23764,24963,4,+1.0,40,19,0.475,0.8774374434910447
99,23764,24963,6,+0.0,40,15,0.375,0.30863783709104087
99,23764,24963,8,+0.0,40,14,0.35,-0.5270941121402016
99,23764,24963,10,+1.0,40,21,0.525,0.8875104749820206
99,23764,24963,12,-1.0,40,12,0.3,0.1760348041712963
99,23764,24963,14,+0.0,40,14,0.35,-0.04842971115600875
99,23764,24963,16,+1.0,40,23,0.575,0.7428903390406368
99,23764,24963,18,+1.0,40,21,0.525,0.4929079130592341
99,23764,24963,20,+0.0,40,17,0.425,-0.25616717087751706
99,23764,24963,22,+0.0,40,14,0.35,0.30859058994880206
99,23764,24963,24,+0.0,40,18,0.45,0.5177861175101001
99,23764,24963,26,+0.0,40,17,0.425,0.11761960252215982
99,23764,24963,28,+1.0,40,19,0.475,1.053529077098839
100,24004,25203,0,+0.0,40,15,0.375,0.22276267387448145
100,24004,25203,2,+0.0,40,17,0.425,-0.0001360486383422288
100,24004,25203,4,+1.0,40,17,0.425,0.935219299066835
100,24004,25203,6,+0.0,40,15,0.375,0.35760197503072033
100,24004,25203,8,+0.0,40,14,0.35,-0.5791256480019982
100,24004,25203,10,+1.0,40,19,0.475,0.7583327990670464
100,24004,25203,12,+0.0,40,13,0.325,0.1900419588304249
100,24004,25203,14,+0.0,40,14,0.35,-0.11590154505133107
100,24004,25203,16,+1.0,40,20,0.5,0.6824961340111388
100,24004,25203,18,+1.0,40,18,0.45,0.3359895696423454
100,24004,25203,20,+0.0,40,19,0.475,-0.2395592724898256
100,24004,25203,22,+1.0,40,15,0.375,0.29100088766344073
100,24004,25203,24,+0.0,40,17,0.425,0.4580469075351271
100,24004,25203,26,+0.0,40,16,0.4,0.0694406721562451
100,24004,25203,28,+1.0,40,16,0.4,0.8562116557063175
101,24244,25443,0,+0.0,40,20,0.5,0.07451959742306997
101,24244,25443,2,+0.0,40,16,0.4,-0.1885533825825943
101,24244,25443,4,+1.0,40,16,0.4,0.8078493318764016
101,24244,25443,6,+0.0,40,19,0.475,0.20036786412236926
101,24244,25443,8,+0.0,40,14,0.35,-0.5530529383861884
101,24244,25443,10,+1.0,40,18,0.45,0.7343059105325981
101,24244,25443,12,+0.0,40,14,0.35,0.08058027803657127
101,24244,25443,14,+0.0,40,14,0.35,-0.22978825328902935
101,24244,25443,16,+0.0,40,16,0.4,0.6031212866696174
101,24244,25443,18,+1.0,40,16,0.4,0.3413877547839167
101,24244,25443,20,+0.0,40,19,0.475,-0.355738480382007
101,24244,25443,22,+0.0,40,13,0.325,0.16499395897887598
101,24244,25443,24,+0.0,40,17,0.425,0.3103228320050155
101,24244,25443,26,+0.0,40,18,0.45,0.018284191711451604
101,24244,25443,28,+0.0,40,15,0.375,0.6973386090598591
102,24484,25683,0,+0.0,40,22,0.55,0.024418067309144014
102,24484,25683,2,-1.0,40,15,0.375,-0.2316986577722398
102,24484,25683,4,+1.0,40,16,0.4,0.8395146079627894
102,24484,25683,6,+0.0,40,19,0.475,0.22000587450934322
102,24484,25683,8,+0.0,40,13,0.325,-0.5348686516531185
102,24484,25683,10,+1.0,40,18,0.45,0.5203880971389024
102,24484,25683,12,+0.0,40,17,0.425,-0.01765544264546664
102,24484,25683,14,-1.0,40,14,0.35,-0.44975868593969837
102,24484,25683,16,+1.0,40,17,0.425,0.5926441408213051
102,24484,25683,18,+0.0,40,16,0.4,0.19315765421400571
102,24484,25683,20,+0.0,40,19,0.475,-0.25867772519035026
102,24484,25683,22,+0.0,40,13,0.325,0.14261352332601535
102,24484,25683,24,+0.0,40,19,0.475,0.3082973106255043
102,24484,25683,26,+0.0,40,18,0.45,-0.1333343469037705
102,24484,25683,28,+0.0,40,18,0.45,0.5525210514493706
103,24724,25923,0,+0.0,40,21,0.525,-0.005983970285182561
103,24724,25923,2,-1.0,40,14,0.35,-0.14159351269938636
103,24724,25923,4,+1.0,40,16,0.4,0.9639775811711168
103,24724,25923,6,+0.0,40,21,0.525,0.11185937698667062
103,24724,25923,8,+0.0,40,14,0.35,-0.3950879924162405
103,24724,25923,10,+0.0,40,18,0.45,0.4728679941552665
103,24724,25923,12,+0.0,40,18,0.45,-0.09639444890248723
103,24724,25923,14,-1.0,40,15,0.375,-0.4041828741661721
103,24724,25923,16,+0.0,40,15,0.375,0.6003202983348928
103,24724,25923,18,+0.0,40,16,0.4,-0.004585405247552493
103,24724,25923,20,+0.0,40,16,0.4,-0.3456259476068304
103,24724,25923,22,+0.0,40,16,0.4,0.237035802156829
103,24724,25923,24,+0.0,40,14,0.35,0.2677804755330845
103,24724,25923,26,+0.0,40,20,0.5,-0.06369040657631293
103,24724,25923,28,+0.0,40,19,0.475,0.452530089285208
104,24964,26163,0,+0.0,40,20,0.5,0.051508015189589605
104,24964,26163,2,-1.0,40,15,0.375,-0.06241166049922329
104,24964,26163,4,+1.0,40,17,0.425,0.8841148561667911
104,24964,26163,6,+0.0,40,20,0.5,0.24463590264714927
104,24964,26163,8,+0.0,40,17,0.425,-0.3757429401594914
104,24964,26163,10,+0.0,40,19,0.475,0.37716530794535447
104,24964,26163,12,+0.0,40,20,0.5,-0.10841316957213534
104,24964,26163,14,-1.0,40,14,0.35,-0.3691577191135583
104,24964,26163,16,+0.0,40,17,0.425,0.5174251370986356
104,24964,26163,18,+0.0,40,16,0.4,-0.13219793379460112
104,24964,26163,20,+0.0,40,18,0.45,-0.20494612025623202
104,24964,26163,22,+0.0,40,16,0.4,0.1482829996223012
104,24964,26163,24,+0.0,40,16,0.4,0.21759112557322716
104,24964,26163,26,+0.0,40,19,0.475,-0.10033381489577417
104,24964,26163,28,+0.0,40,18,0.45,0.3987635586550982
105,25204,26403,0,+0.0,40,18,0.45,0.1287258752897774
105,25204,26403,2,-1.0,40,14,0.35,-0.068078224464555
105,25204,26403,4,+1.0,40,16,0.4,0.7370735997092714
105,25204,26403,6,+0.0,40,17,0.425,0.27698051965097764
105,25204,26403,8,+0.0,40,16,0.4,-0.2888424368033455
105,25204,26403,10,+0.0,40,20,0.5,0.3282918652689918
105,25204,26403,12,+0.0,40,20,0.5,-0.10580253866200968
105,25204,26403,14,+0.0,40,17,0.425,-0.18273513485761644
105,25204,26403,16,+0.0,40,17,0.425,0.6184342259622613
105,25204,26403,18,+0.0,40,17,0.425,-0.15729080932143227
105,25204,26403,20,+0.0,40,17,0.425,-0.24389563193263722
105,25204,26403,22,+0.0,40,17,0.425,0.11485345180197899
105,25204,26403,24,+0.0,40,17,0.425,0.21032575210164445
105,25204,26403,26,+0.0,40,18,0.45,-0.08818183418084728
105,25204,26403,28,+0.0,40,18,0.45,0.3005288272009281
106,25444,26643,0,+0.0,40,17,0.425,0.2739679134696697
106,25444,26643,2,-1.0,40,14,0.35,-0.1627983351493573
106,25444,26643,4,+0.0,40,13,0.325,0.6840535594356683
106,25444,26643,6,+0.0,40,15,0.375,0.3057337804091397
106,25444,26643,8,+0.0,40,16,0.4,-0.3275564872864277
106,25444,26643,10,+0.0,40,17,0.425,0.40099505483700615
106,25444,26643,12,+0.0,40,20,0.5,0.017799309736333153
106,25444,26643,14,+0.0,40,18,0.45,-0.18836997114819795
106,25444,26643,16,+1.0,40,18,0.45,0.6519390567196176
106,25444,26643,18,+0.0,40,17,0.425,-0.26858097643472834
106,25444,26643,20,+0.0,40,16,0.4,-0.2620629587422967
106,25444,26643,22,+0.0,40,20,0.5,0.06292873404035598
106,25444,26643,24,+0.0,40,17,0.425,0.1994286789494932
106,25444,26643,26,+0.0,40,18,0.45,-0.06886576532161862
106,25444,26643,28,+0.0,40,17,0.425,0.31822890334141146
107,25684,26883,0,+0.0,40,16,0.4,0.2788819664343126
107,25684,26883,2,+0.0,40,16,0.4,-0.12076657750532556
107,25684,26883,4,+0.0,40,13,0.325,0.8005088494837178
107,25684,26883,6,+0.0,40,14,0.35,0.3215025423194548
107,25684,26883,8,-1.0,40,16,0.4,-0.323588081543763
107,25684,26883,10,+0.0,40,15,0.375,0.4971868036468913
107,25684,26883,12,+0.0,40,17,0.425,-0.02046094734228764
107,25684,26883,14,+0.0,40,18,0.45,-0.1468451405485095
107,25684,26883,16,+1.0,40,21,0.525,0.7308361866006233
107,25684,26883,18,+0.0,40,18,0.45,-0.28636421578790394
107,25684,26883,20,-1.0,40,15,0.375,-0.37355003626705313
107,25684,26883,22,+0.0,40,19,0.475,0.21420316801162906
107,25684,26883,24,+0.0,40,17,0.425,0.24912161665116078
107,25684,26883,26,+0.0,40,18,0.45,-0.024270424171652753
107,25684,26883,28,+1.0,40,17,0.425,0.40055469996061055
108,25924,27123,0,+0.0,40,17,0.425,0.2668351054707108
108,25924,27123,2,+0.0,40,14,0.35,-0.21436498672254065
108,25924,27123,4,+0.0,40,13,0.325,0.8320754080736853
108,25924,27123,6,+0.0,40,14,0.35,0.344546133560494
108,25924,27123,8,-1.0,40,16,0.4,-0.45941738141875
108,25924,27123,10,+1.0,40,16,0.4,0.6319063636234328
108,25924,27123,12,+0.0,40,18,0.45,-0.01824998507532972
108,25924,27123,14,+0.0,40,20,0.5,-0.2125165153917501
108,25924,27123,16,+1.0,40,19,0.475,0.9354419181784305
108,25924,27123,18,+0.0,40,17,0.425,-0.16779003611175752
108,25924,27123,20,-1.0,40,15,0.375,-0.43770937874835647
108,25924,27123,22,+0.0,40,15,0.375,0.39670579835528613
108,25924,27123,24,+0.0,40,18,0.45,0.34332801511628386
108,25924,27123,26,+0.0,40,19,0.475,-0.15959318328232608
108,25924,27123,28,+1.0,40,20,0.5,0.5619628668088683
109,26164,27363,0,+0.0,40,21,0.525,0.1924144348374729
109,26164,27363,2,-1.0,40,14,0.35,-0.36088456791118173
109,26164,27363,4,+1.0,40,13,0.325,0.9567730876955647
109,26164,27363,6,+0.0,40,17,0.425,0.2884942384522792
109,26164,27363,8,-1.0,40,16,0.4,-0.5803431378944813
109,26164,27363,10,+1.0,40,17,0.425,0.7406361622188292
109,26164,27363,12,+0.0,40,16,0.4,0.04973934592170002
109,26164,27363,14,+0.0,40,21,0.525,-0.14088705908019208
109,26164,27363,16,+1.0,40,17,0.425,0.9897331487785573
109,26164,27363,18,+0.0,40,17,0.425,-0.10199200279420458
109,26164,27363,20,-1.0,40,16,0.4,-0.46584014967583914
109,26164,27363,22,+0.0,40,15,0.375,0.3554700849186231
109,26164,27363,24,+1.0,40,19,0.475,0.41884964292987903
109,26164,27363,26,+0.0,40,18,0.45,-0.2811434911272743
109,26164,27363,28,+1.0,40,21,0.525,0.8197543979337617
110,26404,27603,0,+0.0,40,20,0.5,0.19482203068530804
110,26404,27603,2,-1.0,40,17,0.425,-0.5811941388984421
110,26404,27603,4,+1.0,40,13,0.325,1.0238796883228685
110,26404,27603,6,+0.0,40,18,0.45,0.12554043907259158
110,26404,27603,8,-1.0,40,16,0.4,-0.7002304927461269
110,26404,27603,10,+1.0,40,18,0.45,0.8073667841057854
110,26404,27603,12,+0.0,40,14,0.35,-0.053767135285831914
110,26404,27603,14,+0.0,40,18,0.45,-0.24822516728443628
110,26404,27603,16,+0.0,40,14,0.35,0.9060744935179234
110,26404,27603,18,+0.0,40,20,0.5,-0.05784017908339194
110,26404,27603,20,-1.0,40,16,0.4,-0.5214450719056641
110,26404,27603,22,+1.0,40,15,0.375,0.37915052713849073
110,26404,27603,24,+1.0,40,18,0.45,0.4437185223333421
110,26404,27603,26,+0.0,40,19,0.475,-0.34911926992018627
110,26404,27603,28,+1.0,40,22,0.55,0.8891752497035851
111,26644,27843,0,+0.0,40,21,0.525,0.08750663309695166
111,26644,27843,2,-1.0,40,16,0.4,-0.4784179995087798
111,26644,27843,4,+1.0,40,14,0.35,0.991472728200451
111,26644,27843,6,+0.0,40,19,0.475,-0.04392878186478809
111,26644,27843,8,+0.0,40,16,0.4,-0.7336759902755949
111,26644,27843,10,+1.0,40,17,0.425,0.8296241314703015
111,26644,27843,12,-1.0,40,15,0.375,-0.11620886085273059
111,26644,27843,14,+0.0,40,18,0.45,-0.36091979275336067
111,26644,27843,16,+0.0,40,14,0.35,0.9902612437813488
111,26644,27843,18,+0.0,40,17,0.425,-0.019661472926626837
111,26644,27843,20,-1.0,40,17,0.425,-0.5458993867955796
